"res1"	"res2"	"tau1"	"Y1_gamma1"	"LogPost"
100.603	93.3347	6.36116	2.72753	-158.984
101.293	91.3552	6.34773	3.05435	-161.951
100.294	89.6763	6.35732	2.99871	-161.24
100.573	92.2753	6.34952	3.05808	-159.902
100.636	93.7885	6.3139	2.54403	-159.033
100.329	92.9386	6.32244	2.71135	-158.971
100.228	91.4928	6.35165	3.20965	-160.877
100.366	93.8359	6.36009	2.29107	-159.611
100.451	91.2783	6.36199	3.0435	-160.161
100.679	91.4701	6.33793	2.86784	-159.687
100.454	93.7936	6.33793	2.72759	-159.008
100.758	95.1362	6.3684	2.18034	-161.305
101.229	92.409	6.35311	3.29604	-162.244
100.213	94.6498	6.35311	2.68431	-159.518
100.987	94.2999	6.35311	2.68431	-159.988
100.023	92.584	6.35311	2.66986	-159.578
100.38	94.7088	6.38135	2.46544	-159.477
100.178	91.2214	6.35491	2.5128	-159.85
100.825	90.4574	6.35491	3.28898	-161.894
100.544	91.6854	6.38046	2.71507	-159.23
100.261	92.2409	6.38046	2.55125	-159.14
100.405	93.4287	6.34329	2.45194	-159.005
99.9631	93.55	6.33861	2.73457	-159.803
100.389	91.6783	6.36895	3.81011	-164.097
99.747	91.6777	6.49465	3.18072	-165.031
100.966	90.5866	6.34312	2.98072	-161.036
100.491	91.3694	6.35969	2.92365	-159.749
100.892	93.7725	6.38068	2.32647	-160.099
100.31	93.6253	6.32258	2.83883	-159.252
100.8	91.3148	6.3346	2.8998	-160.022
100.282	90.3418	6.37341	2.57399	-160.312
100.282	93.771	6.37007	2.92946	-159.542
100.401	92.2874	6.3348	2.36655	-159.332
99.8582	90.6837	6.36809	2.58321	-161.19
100.634	92.5051	6.37234	2.337	-159.443
100.519	93.3921	6.40521	2.84744	-164.226
99.5685	94.4371	6.41323	3.10372	-165.596
100.34	95.8665	6.39134	2.97109	-163.277
99.9663	88.2162	6.83059	2.72814	-165.338
99.9518	99.0674	6.28116	2.69767	-166.706
100.203	93.1832	6.35644	2.56378	-159.107
100.7	92.6451	6.33958	2.74068	-159.126
100.07	93.2341	6.37304	2.48261	-159.535
100.714	90.5321	6.36102	3.10137	-160.937
100.788	92.2504	6.35184	2.99459	-159.927
100.632	94.9673	6.32662	2.57462	-159.561
100.341	93.7456	6.33198	2.78499	-159.14
100.564	91.1674	6.33198	2.65993	-159.493
101.106	93.8989	6.32673	2.57402	-160.355
100.904	93.4344	6.34875	2.31446	-160.123
100.281	93.5183	6.33103	2.42028	-159.212
100.624	92.2859	6.34658	2.82587	-159.249
100.129	91.2452	6.34848	3.85194	-164.689
100.229	87.78	6.34848	3.40891	-164.637
100.205	91.9839	6.3262	2.22297	-160.408
101.214	90.0724	6.34605	2.82459	-162.109
100.593	92.7357	6.33921	2.83776	-159.176
100.978	91.4502	6.3702	2.64434	-160.146
100.065	94.255	6.3702	2.61782	-159.655
101.328	91.6582	6.38119	3.05621	-161.987
100.583	96.5154	6.67262	3.39816	-165.965
100.127	94.0497	6.41952	3.03517	-164.238
100.35	91.1663	6.32627	2.89682	-159.83
100.4	93.4632	6.35268	3.07311	-159.897
100.271	91.3696	6.31361	3.28656	-161.231
100.925	92.3662	6.31361	2.36678	-160.083
100.569	93.4188	6.32347	2.86379	-159.228
100.328	95.3135	6.33334	2.22143	-160.966
101.188	94.9822	6.32865	3.0345	-161.607
100.45	91.8944	6.35886	2.28935	-159.781
100.094	90.7333	6.35886	2.71157	-160.261
100.632	90.4384	6.35886	2.56711	-160.18
100.77	93.9228	6.35886	2.57305	-159.268
100.77	93.9228	6.34845	2.37051	-159.635
100.602	89.3508	6.34365	2.67619	-161.239
