"res1"	"Y1_gamma1"	"LogPost"
103.467	0.507428	-22.5506
103.398	0.979648	-23.2879
103.614	0.75937	-23.0562
103.489	0.272056	-22.4069
103.567	0.424419	-22.6114
103.952	0.892666	-24.0755
103.356	0.910831	-23.1547
102.341	1.11931	-26.1661
103.301	1.89225	-25.6222
102.471	0.796005	-25.7638
103.593	0.226754	-22.6477
103.595	0.597176	-22.8136
103.38	0.583178	-22.6153
102.853	0.809542	-23.9111
103.003	0.452196	-23.1892
103.111	0.0109021	-22.6533
103.383	0.79795	-22.9458
103.383	0.615149	-22.6589
103.628	0.946392	-23.3863
103.854	2.17654	-26.6976
103.05	1.92844	-25.8399
103.791	0.869913	-23.5758
102.895	1.49862	-24.9012
103.459	0.804646	-22.9737
103.475	1.17708	-23.7359
103.471	0.038809	-22.3651
103.49	1.02937	-23.4194
104.059	0.44784	-24.7769
103.085	0.207432	-22.7872
103.24	1.07121	-23.5307
103.578	1.09143	-23.616
103.479	0.115435	-22.3763
103.664	0.706679	-23.0744
103.219	0.290087	-22.4609
104.102	1.59571	-25.6111
103.831	0.566804	-23.4516
103.558	0.776531	-23.0067
103.621	0.380495	-22.7193
102.879	1.8998	-25.9259
104.172	1.34062	-25.3323
103.994	1.36163	-24.8882
103.338	0.326905	-22.3542
103.307	1.60102	-24.7999
103.3	0.944868	-23.2392
103.085	0.513164	-22.9516
103.149	0.0695583	-22.5323
103.628	0.213931	-22.77
103.278	0.584414	-22.6694
103.553	0.93168	-23.2715
103.315	0.550972	-22.597
102.504	1.96357	-26.6824
103.724	1.31254	-24.2781
103.617	0.925714	-23.3344
103.85	0.931338	-23.8112
104.44	0.90195	-26.4318
102.946	0.327464	-23.423
102.838	0.956133	-24.0847
103.086	1.36099	-24.3199
103.185	1.89314	-25.6593
103.165	0.3872	-22.6463
103.303	0.366938	-22.4088
103.443	0.152882	-22.3199
103.038	1.79418	-25.4777
103.454	0.53032	-22.5678
103.447	1.68705	-25.0411
102.802	0.337514	-24.2667
103.704	0.365779	-22.985
103.473	0.272383	-22.3833
103.493	0.194594	-22.4017
103.848	0.298866	-23.7318
103.478	0.120785	-22.3748
103.553	0.391568	-22.5668
103.602	0.52799	-22.7571
103.824	0.853709	-23.6415
103.547	0.692489	-22.8656
103.737	1.26538	-24.1913
102.978	0.128173	-23.2634
103.92	0.61326	-23.8219
103.731	0.920722	-23.5163
103.077	1.00101	-23.5866
103.756	0.174189	-23.4012
103.7	0.779628	-23.2432
103.465	0.159664	-22.3523
103.063	0.0832748	-22.8464
103.551	0.382119	-22.5567
103.076	0.214445	-22.8241
103.574	0.590958	-22.771
103.45	0.814512	-22.987
103.132	0.420781	-22.7524
103.256	0.732532	-22.9
103.321	0.426341	-22.4513
103.825	0.117915	-23.9195
104.001	0.355775	-24.607
103.463	0.846462	-23.0494
103.569	0.226392	-22.5754
103.139	0.661422	-22.9708
103.287	0.491139	-22.548
103.743	0.539206	-23.1318
103.462	0.208051	-22.3519
103.41	0.761782	-22.8857
103.629	0.980209	-23.451
104.01	0.288154	-24.8771
103.429	0.0318936	-22.2972
103.68	0.521922	-22.9364
103.452	0.176415	-22.3336
103.139	1.53366	-24.6992
103.506	0.928267	-23.2267
102.973	0.303084	-23.2888
103.164	0.488742	-22.7351
102.986	1.01899	-23.7865
103.465	0.138726	-22.3516
103.549	0.150864	-22.5372
103.764	1.29257	-24.2921
103.637	0.690396	-23.0004
103.249	0.746568	-22.9288
102.773	3.05562	-29.2218
103.369	1.21943	-23.8147
103.297	0.0342228	-22.257
103.535	0.386161	-22.5297
103.646	0.480536	-22.8232
103.127	0.91486	-23.3589
103.381	0.459817	-22.4667
103.985	0.405907	-24.3783
103.585	1.83736	-25.5208
103.488	0.110167	-22.396
103.732	0.158701	-23.2878
103.732	0.39165	-23.0833
103.135	0.261698	-22.6448
103.652	1.3922	-24.3818
103.213	0.43681	-22.5909
103.165	1.28346	-24.0607
103.15	0.200379	-22.5704
103.384	0.908663	-23.1477
103.657	0.291017	-22.8388
103.727	0.113167	-23.3092
102.92	0.363505	-23.5506
103.595	1.35507	-24.2371
103.138	0.660231	-22.9718
103.369	0.827968	-22.9998
103.417	0.538183	-22.5612
103.117	0.603249	-22.9527
103.109	1.0339	-23.596
103.029	1.70453	-25.2443
103.16	0.631197	-22.8946
103.818	0.779804	-23.5412
103.443	0.18509	-22.324
103.106	0.0837265	-22.6768
103.355	0.537711	-22.5613
103.355	0.0813217	-22.2458
103.293	0.0202244	-22.2593
103.568	0.433492	-22.6199
103.842	0.410866	-23.555
102.943	1.45962	-24.7375
103.604	1.05703	-23.5717
104.119	0.581571	-24.9125
103.221	0.581571	-22.7331
102.992	0.881512	-23.5728
103.201	0.351081	-22.5395
103.583	0.111145	-22.6595
103.286	1.56393	-24.704
103.554	1.52999	-24.6554
103.121	0.986883	-23.4926
103.54	1.0527	-23.5012
103.482	1.37443	-24.216
103.302	0.82515	-23.0181
103.385	1.13545	-23.6209
103.599	0.196668	-22.6757
103.054	0.801282	-23.3256
103.352	0.482105	-22.4961
103.273	0.305827	-22.3898
103.273	0.674698	-22.7979
104.277	0.961988	-25.471
102.663	1.05587	-24.7652
104.023	0.923117	-24.3535
103.784	0.640833	-23.3174
103.192	0.425616	-22.619
103.534	0.383275	-22.5269
103.085	0.685835	-23.116
103.539	0.401347	-22.5463
102.724	0.223448	-24.9905
102.809	2.45581	-27.529
103.683	1.17181	-23.9104
103.284	0.283961	-22.3621
104.325	1.89876	-26.7653
103.623	1.46136	-24.5275
103.716	1.10865	-23.8285
103.395	0.371594	-22.3842
103.506	0.992079	-23.3523
103.596	0.834245	-23.1474
103.694	1.00508	-23.5939
102.852	1.17678	-24.3449
103.25	0.000774187	-22.3059
103.331	2.05305	-26.0884
103.039	0.362689	-23.0189
103.347	0.626238	-22.6818
103.168	1.0739	-23.6006
103.042	0.141335	-22.9476
103.573	0.317788	-22.5852
103.555	0.98371	-23.3744
103.58	1.65712	-25.0143
103.819	0.783736	-23.5478
103.92	0.965864	-24.0531
102.468	2.8814	-29.0281
103.791	1.30749	-24.369
103.591	0.450351	-22.6772
103.254	0.845415	-23.0871
103.062	0.510007	-23.0181
103.475	0.717327	-22.8381
103.506	0.178001	-22.4285
103.358	0.725624	-22.8287
103.475	1.3363	-24.1172
103.316	0.736015	-22.8613
103.069	1.07027	-23.7246
103.515	0.067205	-22.4615
103.111	0.85385	-23.2857
103.161	1.42138	-24.3966
103.589	0.104808	-22.6814
102.969	1.00377	-23.799
103.457	0.082782	-22.3387
103.608	0.159459	-22.7259
103.501	0.370725	-22.4687
102.971	0.0732027	-23.3005
103.469	0.849032	-23.0571
103.432	0.597533	-22.6425
103.406	1.48842	-24.4922
104.327	0.967336	-25.7221
103.181	0.096521	-22.4535
103.435	0.143222	-22.3089
103.062	0.196773	-22.872
103.843	2.16574	-26.6559
103.522	0.803408	-23.014
103.314	0.914801	-23.175
102.435	0.643688	-26.3342
103.19	0.176111	-22.458
103.7	0.743189	-23.1962
103.954	0.835668	-24.0363
103.465	0.911207	-23.1702
103.659	1.54164	-24.7666
103.588	0.251099	-22.6254
104.034	0.933743	-24.4022
104.094	0.456258	-25.0035
103.163	0.472251	-22.7216
103.625	0.285489	-22.7313
104.342	0.753619	-26.0535
103.327	0.804412	-22.9696
103.193	0.45624	-22.6461
103.245	0.697895	-22.8597
103.583	1.09765	-23.6341
103.691	1.65455	-25.0954
103.755	0.782929	-23.3751
102.95	0.888105	-23.6878
103.633	0.794637	-23.1389
103.346	1.13466	-23.6221
102.749	0.629589	-24.3438
103.642	0.0631092	-22.9145
103.493	2.26659	-26.737
103.493	0.225102	-22.4047
103.014	0.816984	-23.4383
103.459	1.02093	-23.3871
103.562	0.673432	-22.8574
103.24	0.276936	-22.4156
103.37	0.436437	-22.4432
103.073	1.47087	-24.5993
103.269	0.356789	-22.4353
103.227	0.2137	-22.4006
102.931	0.523481	-23.501
103.406	0.0496492	-22.2713
103.503	0.170719	-22.4221
103.685	0.870793	-23.3488
103.363	0.149743	-22.2603
104.244	0.422509	-26.3384
103.002	0.883259	-23.5508
102.537	0.883259	-25.2964
103.442	0.220802	-22.3296
104.027	0.306661	-24.9534
103.419	0.0571232	-22.2849
103.419	0.416712	-22.4309
102.776	0.869721	-24.2279
103.656	0.797307	-23.1829
103.885	0.0877998	-24.4234
103.621	0.0235468	-22.8312
103.608	0.0889496	-22.7602
103.445	0.413691	-22.4424
103.376	0.00447869	-22.248
104.254	0.46404	-26.2479
103.088	1.11918	-23.7899
103.871	1.35573	-24.6138
103.121	0.299446	-22.7063
103.087	0.237129	-22.79
102.999	1.30058	-24.2966
102.728	2.25458	-27.0593
103.504	0.851997	-23.084
103.024	0.24687	-23.0464
103.063	0.479919	-22.995
102.782	0.44621	-24.2901
103.486	0.12824	-22.3901
102.857	0.436428	-23.8644
102.732	0.99708	-24.4729
103.254	0.459539	-22.5503
102.739	0.707609	-24.3659
103.177	0.0515619	-22.4544
103.062	0.473581	-22.9917
103.726	0.391524	-23.0576
104.084	1.59711	-25.5726
102.888	0.580785	-23.6905
102.526	0.100265	-27.2663
103.505	0.291913	-22.4384
103.587	0.674038	-22.8945
103.564	0.293412	-22.5592
103.563	0.840491	-23.118
104.017	0.04296	-25.6978
104.402	0.598129	-26.9681
103.468	1.43404	-24.3633
102.912	1.09646	-24.0735
103.315	0.594132	-22.6532
103.356	0.474811	-22.4869
103.281	1.1943	-23.7774
103.983	0.866168	-24.1632
103.115	0.876081	-23.3135
103.406	0.876081	-23.0872
103.412	0.306639	-22.3435
103.202	0.492142	-22.6641
103.163	0.63465	-22.8927
103.465	0.433093	-22.4747
103.925	0.475794	-23.9195
103.11	0.473228	-22.8515
104.035	1.03545	-24.4982
103.531	0.206233	-22.482
103.649	0.163895	-22.8832
103.473	0.0713074	-22.3672
103.473	0.344075	-22.4164
103.644	0.196752	-22.8422
103.555	0.125973	-22.5611
103.17	1.34009	-24.1905
103.081	0.695355	-23.1341
103.036	0.20661	-22.9869
103.356	0.86532	-23.0693
103.286	0.323046	-22.3885
104.824	0.909321	-29.2439
103.822	1.62375	-25.1665
103.58	0.90542	-23.2521
103.563	0.276353	-22.5552
103.626	0.396813	-22.7348
103.217	0.237873	-22.4325
103.662	0.944208	-23.4321
103.432	0.168902	-22.3077
103.336	0.80249	-22.9629
103.277	0.209768	-22.325
103.713	1.38088	-24.424
103.386	0.155232	-22.2691
103.714	0.694515	-23.1719
103.399	0.488295	-22.4988
103.289	0.488295	-22.5423
103.198	0.239451	-22.4716
102.874	1.08602	-24.1494
104.025	0.648684	-24.3091
103.153	1.40869	-24.3715
103.145	0.212247	-22.5914
103.022	1.00209	-23.6867
103.03	0.897297	-23.5087
