X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.395436E-01   0.395436E-01   0.101324E+03   0.101324E+03   0.100927E+03   0.397474E+00   0.143281E+00
   0.434453E-01   0.434453E-01   0.101198E+03   0.101198E+03   0.100927E+03   0.270732E+00   0.927387E-01
   0.125582E+00   0.125582E+00   0.988556E+02   0.988556E+02   0.100927E+03  -0.207136E+01  -0.738432E+00
   0.186533E+00   0.186533E+00   0.101477E+03   0.101477E+03   0.100927E+03   0.549778E+00   0.183382E+00
   0.203928E+00   0.203928E+00   0.100462E+03   0.100462E+03   0.100927E+03  -0.464506E+00  -0.165967E+00
   0.385358E+00   0.385358E+00   0.977128E+02   0.977128E+02   0.100927E+03  -0.321424E+01  -0.103236E+01
   0.390016E+00   0.390016E+00   0.985609E+02   0.985609E+02   0.100927E+03  -0.236606E+01  -0.755401E+00
   0.470569E+00   0.470569E+00   0.100068E+03   0.100068E+03   0.100927E+03  -0.858995E+00  -0.308151E+00
   0.559112E+00   0.559112E+00   0.100411E+03   0.100411E+03   0.100927E+03  -0.515961E+00  -0.155488E+00
   0.673453E+00   0.673453E+00   0.998291E+02   0.998291E+02   0.100927E+03  -0.109787E+01  -0.381249E+00
   0.680590E+00   0.680590E+00   0.991694E+02   0.991694E+02   0.100927E+03  -0.175757E+01  -0.587781E+00
   0.698544E+00   0.698544E+00   0.100772E+03   0.100772E+03   0.100927E+03  -0.154819E+00  -0.519896E-01
   0.768608E+00   0.768608E+00   0.996558E+02   0.996558E+02   0.100927E+03  -0.127122E+01  -0.473772E+00
   0.770646E+00   0.770646E+00   0.100732E+03   0.100732E+03   0.100927E+03  -0.195189E+00  -0.600681E-01
   0.791022E+00   0.791022E+00   0.103526E+03   0.103526E+03   0.100927E+03   0.259911E+01   0.866382E+00
   0.914849E+00   0.914849E+00   0.100876E+03   0.100876E+03   0.100927E+03  -0.508136E-01  -0.182387E-01
   0.991719E+00   0.991719E+00   0.100206E+03   0.100206E+03   0.100927E+03  -0.720752E+00  -0.260618E+00
   0.114187E+01   0.114187E+01   0.102010E+03   0.102010E+03   0.100927E+03   0.108301E+01   0.354248E+00
   0.119075E+01   0.119075E+01   0.101574E+03   0.101574E+03   0.100927E+03   0.647434E+00   0.205208E+00
   0.130365E+01   0.130365E+01   0.998621E+02   0.998621E+02   0.100927E+03  -0.106489E+01  -0.389712E+00
   0.135225E+01   0.135225E+01   0.994039E+02   0.994039E+02   0.100927E+03  -0.152306E+01  -0.533243E+00
   0.143321E+01   0.143321E+01   0.980504E+02   0.980504E+02   0.100927E+03  -0.287659E+01  -0.972985E+00
   0.151844E+01   0.151844E+01   0.100347E+03   0.100347E+03   0.100927E+03  -0.580188E+00  -0.193990E+00
   0.158790E+01   0.158790E+01   0.101847E+03   0.101847E+03   0.100927E+03   0.920462E+00   0.307395E+00
   0.184504E+01   0.184504E+01   0.985949E+02   0.985949E+02   0.100927E+03  -0.233212E+01  -0.839066E+00
   0.214870E+01   0.214870E+01   0.988238E+02   0.988238E+02   0.100927E+03  -0.210321E+01  -0.641443E+00
   0.216058E+01   0.216058E+01   0.100432E+03   0.100432E+03   0.100927E+03  -0.495095E+00  -0.166070E+00
   0.227421E+01   0.227421E+01   0.998513E+02   0.998513E+02   0.100927E+03  -0.107567E+01  -0.388642E+00
   0.241225E+01   0.241225E+01   0.100940E+03   0.100940E+03   0.100927E+03   0.131596E-01   0.362098E-02
   0.249883E+01   0.249883E+01   0.982341E+02   0.982341E+02   0.100927E+03  -0.269289E+01  -0.918035E+00
   0.257378E+01   0.257378E+01   0.999815E+02   0.999815E+02   0.100927E+03  -0.945524E+00  -0.273749E+00
   0.257868E+01   0.257868E+01   0.996230E+02   0.996230E+02   0.100927E+03  -0.130396E+01  -0.428880E+00
   0.259918E+01   0.259918E+01   0.100178E+03   0.100178E+03   0.100927E+03  -0.749436E+00  -0.261858E+00
   0.275997E+01   0.275997E+01   0.996994E+02   0.996994E+02   0.100927E+03  -0.122759E+01  -0.438503E+00
   0.281784E+01   0.281784E+01   0.100539E+03   0.100539E+03   0.100927E+03  -0.388420E+00  -0.129364E+00
   0.298714E+01   0.298714E+01   0.102592E+03   0.102592E+03   0.100927E+03   0.166509E+01   0.539535E+00
   0.311158E+01   0.311158E+01   0.100104E+03   0.100104E+03   0.100927E+03  -0.823391E+00  -0.289296E+00
   0.331736E+01   0.331736E+01   0.988396E+02   0.988396E+02   0.100927E+03  -0.208743E+01  -0.696639E+00
   0.349190E+01   0.349190E+01   0.100301E+03   0.100301E+03   0.100927E+03  -0.626299E+00  -0.228209E+00
   0.365153E+01   0.365153E+01   0.100927E+03   0.100927E+03   0.100927E+03  -0.261815E-03  -0.849872E-04
   0.372910E+01   0.372910E+01   0.100079E+03   0.100079E+03   0.100927E+03  -0.848289E+00  -0.320635E+00
   0.414278E+01   0.414278E+01   0.100334E+03   0.100334E+03   0.100927E+03  -0.592879E+00  -0.212640E+00
   0.417268E+01   0.417268E+01   0.989491E+02   0.989491E+02   0.100927E+03  -0.197793E+01  -0.696812E+00
   0.437902E+01   0.437902E+01   0.997848E+02   0.997848E+02   0.100927E+03  -0.114215E+01  -0.313061E+00
   0.447940E+01   0.447940E+01   0.988397E+02   0.988397E+02   0.100927E+03  -0.208730E+01  -0.574500E+00
   0.454886E+01   0.454886E+01   0.100189E+03   0.100189E+03   0.100927E+03  -0.737571E+00  -0.271877E+00
   0.462236E+01   0.462236E+01   0.989831E+02   0.989831E+02   0.100927E+03  -0.194390E+01  -0.675546E+00
   0.467391E+01   0.467391E+01   0.982050E+02   0.982050E+02   0.100927E+03  -0.272200E+01  -0.983371E+00
   0.477042E+01   0.477042E+01   0.989508E+02   0.989508E+02   0.100927E+03  -0.197618E+01  -0.601937E+00
   0.500639E+01   0.500639E+01   0.100127E+03   0.100127E+03   0.100927E+03  -0.800102E+00  -0.283899E+00
   0.515205E+01   0.515205E+01   0.995672E+02   0.995672E+02   0.100927E+03  -0.135984E+01  -0.470591E+00
   0.516051E+01   0.516051E+01   0.993402E+02   0.993402E+02   0.100927E+03  -0.158683E+01  -0.567580E+00
   0.534013E+01   0.534013E+01   0.101067E+03   0.101067E+03   0.100927E+03   0.139668E+00   0.480818E-01
   0.558044E+01   0.558044E+01   0.999093E+02   0.999093E+02   0.100927E+03  -0.101774E+01  -0.338874E+00
   0.563204E+01   0.563204E+01   0.963895E+02   0.963895E+02   0.100927E+03  -0.453748E+01  -0.111169E+01
   0.575529E+01   0.575529E+01   0.100911E+03   0.100911E+03   0.100927E+03  -0.159182E-01  -0.494951E-02
   0.602465E+01   0.602465E+01   0.989327E+02   0.989327E+02   0.100927E+03  -0.199433E+01  -0.701526E+00
   0.607094E+01   0.607094E+01   0.100817E+03   0.100817E+03   0.100927E+03  -0.110299E+00  -0.392697E-01
   0.616206E+01   0.616206E+01   0.100753E+03   0.100753E+03   0.100927E+03  -0.173565E+00  -0.587463E-01
   0.622569E+01   0.622569E+01   0.970971E+02   0.970971E+02   0.100927E+03  -0.382989E+01  -0.130696E+01
   0.628904E+01   0.628904E+01   0.976500E+02   0.976500E+02   0.100927E+03  -0.327696E+01  -0.103280E+01
   0.657087E+01   0.657087E+01   0.997939E+02   0.997939E+02   0.100927E+03  -0.113314E+01  -0.410965E+00
   0.681127E+01   0.681127E+01   0.103114E+03   0.103114E+03   0.100927E+03   0.218679E+01   0.654187E+00
   0.706961E+01   0.706961E+01   0.100062E+03   0.100062E+03   0.100927E+03  -0.865059E+00  -0.319964E+00
   0.716232E+01   0.716232E+01   0.101077E+03   0.101077E+03   0.100927E+03   0.150423E+00   0.551648E-01
   0.725415E+01   0.725415E+01   0.980957E+02   0.980957E+02   0.100927E+03  -0.283135E+01  -0.826212E+00
   0.734698E+01   0.734698E+01   0.980994E+02   0.980994E+02   0.100927E+03  -0.282764E+01  -0.904827E+00
   0.742811E+01   0.742811E+01   0.992695E+02   0.992695E+02   0.100927E+03  -0.165752E+01  -0.519058E+00
   0.746031E+01   0.746031E+01   0.996305E+02   0.996305E+02   0.100927E+03  -0.129651E+01  -0.437419E+00
   0.747112E+01   0.747112E+01   0.101914E+03   0.101914E+03   0.100927E+03   0.986985E+00   0.344103E+00
   0.747487E+01   0.747487E+01   0.984762E+02   0.984762E+02   0.100927E+03  -0.245085E+01  -0.896605E+00
   0.751711E+01   0.751711E+01   0.100033E+03   0.100033E+03   0.100927E+03  -0.894127E+00  -0.327907E+00
   0.753415E+01   0.753415E+01   0.101515E+03   0.101515E+03   0.100927E+03   0.587841E+00   0.195840E+00
   0.759421E+01   0.759421E+01   0.100220E+03   0.100220E+03   0.100927E+03  -0.706924E+00  -0.263333E+00
   0.759878E+01   0.759878E+01   0.100712E+03   0.100712E+03   0.100927E+03  -0.214639E+00  -0.773654E-01
   0.782238E+01   0.782238E+01   0.986798E+02   0.986798E+02   0.100927E+03  -0.224723E+01  -0.841853E+00
   0.787034E+01   0.787034E+01   0.995690E+02   0.995690E+02   0.100927E+03  -0.135798E+01  -0.496540E+00
   0.790420E+01   0.790420E+01   0.991583E+02   0.991583E+02   0.100927E+03  -0.176875E+01  -0.591543E+00
   0.799090E+01   0.799090E+01   0.100671E+03   0.100671E+03   0.100927E+03  -0.255693E+00  -0.903557E-01
   0.800181E+01   0.800181E+01   0.995681E+02   0.995681E+02   0.100927E+03  -0.135894E+01  -0.496477E+00
   0.802780E+01   0.802780E+01   0.992042E+02   0.992042E+02   0.100927E+03  -0.172283E+01  -0.605759E+00
   0.803772E+01   0.803772E+01   0.993563E+02   0.993563E+02   0.100927E+03  -0.157075E+01  -0.577125E+00
   0.810115E+01   0.810115E+01   0.100978E+03   0.100978E+03   0.100927E+03   0.510897E-01   0.177459E-01
