res1           res2           tau1           Y1_gamma1      LogPost        
   0.107932E+03   0.105704E+03   0.981327E+01   0.247560E+00  -0.170018E+02
   0.107970E+03   0.108397E+03   0.984027E+01   0.247560E+00  -0.147699E+02
   0.107892E+03   0.107775E+03   0.980800E+01   0.306972E+00  -0.152696E+02
   0.109529E+03   0.108451E+03   0.914743E+01   0.433944E+00  -0.156832E+02
   0.107198E+03   0.109304E+03   0.992388E+01   0.101436E+01  -0.192289E+02
   0.107933E+03   0.107867E+03   0.981685E+01   0.173099E+00  -0.149676E+02
   0.108463E+03   0.106331E+03   0.995432E+01   0.181875E+00  -0.150185E+02
   0.108463E+03   0.107363E+03   0.906747E+01   0.181875E+00  -0.140761E+02
   0.108463E+03   0.107776E+03   0.997458E+01   0.524899E+00  -0.144615E+02
   0.108829E+03   0.107260E+03   0.988347E+01   0.285607E-01  -0.155435E+02
   0.108451E+03   0.107834E+03   0.904267E+01   0.529957E-01  -0.130958E+02
   0.108637E+03   0.106619E+03   0.992767E+01   0.529957E-01  -0.150928E+02
   0.108637E+03   0.108419E+03   0.898488E+01   0.529957E-01  -0.139538E+02
   0.108375E+03   0.108467E+03   0.950793E+01   0.529957E-01  -0.138767E+02
   0.108264E+03   0.107347E+03   0.919582E+01   0.587416E+00  -0.148191E+02
   0.107780E+03   0.106023E+03   0.974514E+01   0.587416E+00  -0.173045E+02
   0.108594E+03   0.106562E+03   0.958993E+01   0.740950E+00  -0.163190E+02
   0.109311E+03   0.107076E+03   0.923443E+01   0.717881E+00  -0.170971E+02
   0.108500E+03   0.109396E+03   0.996969E+01   0.909052E+00  -0.157149E+02
   0.109635E+03   0.107517E+03   0.951786E+01   0.911323E+00  -0.167897E+02
   0.108374E+03   0.107843E+03   0.890020E+01   0.410332E+00  -0.153301E+02
   0.108374E+03   0.107785E+03   0.976960E+01   0.916978E-02  -0.137359E+02
   0.108374E+03   0.107497E+03   0.998701E+01   0.916978E-02  -0.138554E+02
   0.108230E+03   0.107788E+03   0.996991E+01   0.304183E+00  -0.141177E+02
   0.108301E+03   0.108854E+03   0.895905E+01   0.127283E+00  -0.146172E+02
   0.108851E+03   0.108730E+03   0.914586E+01   0.165086E+01  -0.179765E+02
   0.109555E+03   0.107732E+03   0.942714E+01   0.153920E+01  -0.185750E+02
   0.108478E+03   0.107525E+03   0.974035E+01   0.126393E+00  -0.139821E+02
   0.108483E+03   0.107655E+03   0.903960E+01   0.188496E+00  -0.133787E+02
   0.108532E+03   0.107864E+03   0.947755E+01   0.188496E+00  -0.130703E+02
   0.108194E+03   0.107603E+03   0.909451E+01   0.230812E+00  -0.141774E+02
   0.108378E+03   0.109074E+03   0.998471E+01   0.230812E+00  -0.140061E+02
   0.108117E+03   0.107488E+03   0.983922E+01   0.230812E+00  -0.143893E+02
   0.108912E+03   0.107630E+03   0.906375E+01   0.902166E+00  -0.151039E+02
   0.108150E+03   0.108305E+03   0.938902E+01   0.686993E+00  -0.150683E+02
   0.109418E+03   0.107912E+03   0.952844E+01   0.113759E+01  -0.166382E+02
   0.108501E+03   0.108095E+03   0.945840E+01   0.117663E+00  -0.133421E+02
   0.108531E+03   0.107519E+03   0.958262E+01   0.527232E+00  -0.139930E+02
   0.108260E+03   0.108414E+03   0.911269E+01   0.527232E+00  -0.146788E+02
   0.108240E+03   0.107490E+03   0.959229E+01   0.298722E+00  -0.139668E+02
   0.108308E+03   0.107581E+03   0.960246E+01   0.236694E+00  -0.135805E+02
   0.108308E+03   0.108314E+03   0.959441E+01   0.912742E+00  -0.154942E+02
   0.108260E+03   0.106658E+03   0.985598E+01   0.279951E+00  -0.147689E+02
   0.109488E+03   0.107738E+03   0.988536E+01   0.104671E+01  -0.182914E+02
   0.108204E+03   0.108700E+03   0.917519E+01   0.111447E+01  -0.166745E+02
   0.108820E+03   0.108754E+03   0.892199E+01   0.240590E+00  -0.149188E+02
