X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.385026E+00   0.385026E+00   0.997258E+02   0.997258E+02   0.104237E+03  -0.451124E+01  -0.925844E+00
   0.494906E+00   0.494906E+00   0.991189E+02   0.991189E+02   0.104237E+03  -0.511806E+01  -0.100792E+01
   0.504458E+00   0.504458E+00   0.100812E+03   0.100812E+03   0.104237E+03  -0.342550E+01  -0.719612E+00
   0.114198E+01   0.114198E+01   0.100830E+03   0.100830E+03   0.104237E+03  -0.340679E+01  -0.663099E+00
   0.130364E+01   0.130364E+01   0.100066E+03   0.100066E+03   0.104237E+03  -0.417149E+01  -0.864131E+00
   0.142282E+01   0.142282E+01   0.100228E+03   0.100228E+03   0.104237E+03  -0.400890E+01  -0.807502E+00
   0.180396E+01   0.180396E+01   0.103951E+03   0.103951E+03   0.104237E+03  -0.286272E+00  -0.555596E-01
   0.186397E+01   0.186397E+01   0.102895E+03   0.102895E+03   0.104237E+03  -0.134157E+01  -0.279990E+00
   0.226610E+01   0.226610E+01   0.104469E+03   0.104469E+03   0.104237E+03   0.232071E+00   0.464432E-01
   0.262396E+01   0.262396E+01   0.102552E+03   0.102552E+03   0.104237E+03  -0.168549E+01  -0.315383E+00
   0.279122E+01   0.279122E+01   0.101206E+03   0.101206E+03   0.104237E+03  -0.303097E+01  -0.639048E+00
   0.282524E+01   0.282524E+01   0.104133E+03   0.104133E+03   0.104237E+03  -0.103845E+00  -0.197574E-01
   0.293929E+01   0.293929E+01   0.102343E+03   0.102343E+03   0.104237E+03  -0.189446E+01  -0.402449E+00
   0.295968E+01   0.295968E+01   0.101384E+03   0.101384E+03   0.104237E+03  -0.285309E+01  -0.574766E+00
   0.305341E+01   0.305341E+01   0.113578E+03   0.113578E+03   0.104237E+03   0.934124E+01   0.193057E+01
   0.345035E+01   0.345035E+01   0.113088E+03   0.113088E+03   0.104237E+03   0.885060E+01   0.185673E+01
   0.358027E+01   0.358027E+01   0.113730E+03   0.113730E+03   0.104237E+03   0.949326E+01   0.190721E+01
   0.404992E+01   0.404992E+01   0.113018E+03   0.113018E+03   0.104237E+03   0.878139E+01   0.183607E+01
   0.461210E+01   0.461210E+01   0.102693E+03   0.102693E+03   0.104237E+03  -0.154354E+01  -0.314288E+00
   0.565969E+01   0.565969E+01   0.104581E+03   0.104581E+03   0.104237E+03   0.344011E+00   0.729572E-01
   0.625194E+01   0.625194E+01   0.105486E+03   0.105486E+03   0.104237E+03   0.124899E+01   0.256140E+00
   0.650319E+01   0.650319E+01   0.104650E+03   0.104650E+03   0.104237E+03   0.413297E+00   0.832257E-01
   0.704434E+01   0.704434E+01   0.102822E+03   0.102822E+03   0.104237E+03  -0.141527E+01  -0.298269E+00
   0.746150E+01   0.746150E+01   0.101684E+03   0.101684E+03   0.104237E+03  -0.255320E+01  -0.470397E+00
   0.758047E+01   0.758047E+01   0.104561E+03   0.104561E+03   0.104237E+03   0.323517E+00   0.679411E-01
   0.810197E+01   0.810197E+01   0.859695E+02   0.859695E+02   0.839744E+02   0.199509E+01   0.420246E+00
   0.834297E+01   0.834297E+01   0.866841E+02   0.866841E+02   0.839744E+02   0.270974E+01   0.552230E+00
   0.926822E+01   0.926822E+01   0.890499E+02   0.890499E+02   0.839744E+02   0.507554E+01   0.994488E+00
   0.963971E+01   0.963971E+01   0.880950E+02   0.880950E+02   0.839744E+02   0.412063E+01   0.816065E+00
   0.990480E+01   0.990480E+01   0.694338E+02   0.694338E+02   0.839744E+02  -0.145406E+02  -0.289299E+01
