"res1"	"Y1_gamma1"	"LogPost"
101.577	0.269636	-20.2698
102.435	0.805558	-21.1241
101.619	0.50926	-20.1831
101.92	0.28976	-19.8838
102.293	0.787753	-20.6518
102.035	0.804266	-20.2323
102.273	0.873058	-20.7117
101.829	0.265943	-19.8526
101.414	0.365116	-20.9427
102.239	0.758983	-20.4863
101.904	0.0555819	-20.0058
101.667	0.27579	-20.0275
101.568	0.583941	-20.3967
101.707	0.583941	-20.0492
101.605	0.64573	-20.3601
101.733	1.59345	-22.8948
101.878	0.166015	-19.9267
102.019	0.268671	-20.0675
101.583	0.363682	-20.241
101.988	0.831175	-20.2623
101.004	0.973893	-23.5697
102.871	1.43943	-23.5857
101.756	0.261738	-19.8926
102.034	1.07801	-20.9179
101.781	1.31923	-21.8385
101.529	0.194493	-20.4622
102.399	0.902793	-21.0867
102.253	0.413368	-20.6745
101.872	0.413368	-19.8078
101.644	1.42692	-22.3997
101.781	1.62964	-22.9858
101.838	0.729907	-20.0941
101.725	1.107	-21.1934
101.262	0.523998	-21.8117
102.055	0.24023	-20.1931
102.265	0.863968	-20.6796
102.167	0.498896	-20.2539
101.915	0.0701915	-20.0153
101.304	1.2258	-22.5908
102.613	1.3928	-22.7171
102.492	0.716904	-21.381
102.19	2.51177	-26.227
102.468	2.85039	-27.5115
101.642	0.521827	-20.1319
101.649	0.439691	-20.07
101.688	0.105332	-20.0399
101.633	0.442135	-20.1122
102.514	1.14443	-21.8402
101.343	0.710297	-21.4468
101.315	0.647881	-21.5379
101.625	0.835551	-20.6471
102.143	0.657223	-20.1897
102.036	0.707213	-20.0787
101.272	1.49407	-23.4487
101.324	0.441414	-21.4341
101.564	0.008886	-20.3743
101.812	0.591253	-19.9179
101.402	0.530678	-21.0246
101.71	0.339877	-19.9335
102.479	1.07006	-21.5911
102.27	0.343129	-20.8906
102.028	0.358876	-20.0032
102.12	0.361948	-20.2428
101.987	0.419753	-19.8936
101.779	0.721785	-20.1375
101.573	0.258593	-20.2848
101.966	0.199382	-20.0204
102.792	0.700438	-23.2336
102.165	0.67614	-20.2479
102.165	0.636874	-20.2276
101.742	0.703604	-20.1562
101.79	0.0470634	-19.9498
101.77	0.496681	-19.8828
101.76	0.622945	-20.0102
102.248	1.15545	-21.3251
101.828	0.205637	-19.8839
101.981	0.205637	-20.0439
101.797	0.936572	-20.6004
101.35	0.781797	-21.4965
101.71	0.338432	-19.9337
101.455	0.0439479	-20.8254
101.924	0.000749859	-20.0415
101.583	0.0930725	-20.3004
101.583	0.0930725	-20.3004
102.071	0.212318	-20.2748
102.22	0.820273	-20.5169
102.095	0.654903	-20.0991
102.062	0.239985	-20.2148
101.936	0.135899	-20.0156
102.402	1.08835	-21.4302
102.784	1.08621	-22.7318
101.467	0.269586	-20.7084
102.479	0.715665	-21.3228
102.195	0.621899	-20.2979
102.367	0.689812	-20.8573
101.946	0.6197	-19.9174
101.426	0.163152	-20.9479
102.647	1.09745	-22.1852
101.879	0.353231	-19.8225
101.804	0.219771	-19.8796
101.666	0.376351	-20.018
102.073	0.453684	-20.0346
102.436	0.284045	-22.0995
101.402	0.199686	-21.0628
101.672	0.333429	-20.0057
101.924	0.23809	-19.9244
102.291	0.575104	-20.625
101.925	0.253206	-19.9141
102.312	0.982493	-20.997
101.973	0.476568	-19.8659
101.809	0.265775	-19.8566
102.016	0.265775	-20.0626
101.306	0.00434117	-21.7252
101.297	0.609945	-21.6153
102.284	1.85044	-23.7996
102.273	1.0371	-21.044
101.717	0.437439	-19.9312
101.786	0.145739	-19.9209
101.465	0.806008	-21.0663
102.308	0.0100899	-21.6813
102.306	0.415862	-20.9223
101.45	0.685056	-20.9384
101.567	0.435467	-20.3046
102.527	0.815648	-21.5021
102.27	0.666085	-20.5228
102.27	0.686551	-20.5266
101.817	0.405053	-19.8183
102.006	0.80783	-20.2222
102.14	0.221323	-20.5149
102.245	0.735009	-20.4805
101.817	0.297279	-19.8407
102.202	1.63201	-22.9272
102.015	0.941173	-20.5284
101.978	1.0196	-20.7368
102.249	0.355334	-20.7616
102.318	0.445574	-20.9181
101.898	0.440585	-19.8132
101.569	0.291071	-20.2927
101.923	0.769856	-20.1324
102.038	1.22682	-21.3975
102.296	0.904431	-20.8154
101.172	0.741636	-22.4159
102.125	0.489964	-20.141
101.916	0.0507544	-20.0229
101.997	0.126277	-20.1459
101.865	0.298689	-19.8412
101.419	0.266241	-20.9453
101.491	1.76493	-23.8581
101.634	0.70165	-20.367
102.223	0.205218	-20.9289
102.146	0.138724	-20.6527
101.988	0.773571	-20.1496
102.282	1.07472	-21.1542
101.823	0.0346754	-19.9499
102.042	0.0898326	-20.2983
101.528	0.75958	-20.7672
102.198	0.75958	-20.3928
101.146	0.387329	-22.7329
102.173	0.789725	-20.3814
100.955	1.60468	-24.7921
101.57	0.804442	-20.7229
101.232	0.866576	-22.1809
101.415	0.926406	-21.4823
101.685	0.746922	-20.333
101.583	0.370688	-20.2405
101.805	0.138829	-19.918
102.059	1.48314	-22.3198
101.777	1.05413	-20.9613
101.4	0.560012	-21.0506
101.701	0.721479	-20.2569
101.832	0.121197	-19.9265
101.934	0.284978	-19.9024
102.124	1.65927	-22.9986
101.454	0.437296	-20.7498
101.719	0.216082	-19.9531
101.606	0.48545	-20.2036
102.182	0.554236	-20.2693
101.913	0.111486	-19.9946
101.506	0.352607	-20.519
102.179	0.762384	-20.3577
101.923	0.26271	-19.9057
101.653	0.662257	-20.261
101.687	0.866442	-20.586
101.531	0.187914	-20.4577
101.99	0.27964	-19.9958
102.125	0.425708	-20.1869
101.986	0.542608	-19.8908
101.997	0.926617	-20.4863
101.656	0.0668649	-20.1097
101.985	0.698344	-20.028
101.667	0.44769	-20.0321
101.77	0.44769	-19.8621
101.834	1.00384	-20.7523
101.694	0.802768	-20.4278
101.634	0.810614	-20.5721
101.974	0.76402	-20.1274
101.486	0.025597	-20.6838
102.369	0.565218	-20.9664
101.66	0.403103	-20.0361
102.168	0.221308	-20.637
102.168	0.263948	-20.5669
102.141	0.373349	-20.2951
101.771	0.565835	-19.9332
101.771	0.0249153	-19.9604
102.485	0.286937	-22.4689
102.076	0.37449	-20.1013
101.884	0.619182	-19.911
102.444	1.46375	-22.5855
102.038	0.433275	-19.9724
101.705	0.635381	-20.1141
102.594	0.563185	-22.2668
101.794	0.38293	-19.8322
101.794	0.264909	-19.8628
102.251	1.23139	-21.5591
102.305	0.808092	-20.7062
102.63	1.05645	-22.0672
101.475	0.2348	-20.6786
101.462	0.137439	-20.7723
101.996	0.911282	-20.4479
102.177	0.373062	-20.4276
101.611	0.338403	-20.1558
101.691	0.388485	-19.9688
102.305	1.00722	-21.0348
102.025	0.233903	-20.1183
102.366	0.986089	-21.1275
101.52	0.570088	-20.5468
102.013	0.530298	-19.9176
101.866	1.00349	-20.7265
101.587	0.504782	-20.271
101.996	1.24177	-21.4461
101.874	0.459915	-19.8106
101.659	0.249498	-20.0512
101.515	0.768688	-20.8259
101.75	0.183788	-19.9298
101.379	0.145421	-21.2151
102.787	0.848337	-22.8375
101.757	0.702073	-20.1321
101.865	0.620207	-19.9173
101.944	0.143436	-20.0237
102.489	0.551036	-21.6256
102.489	0.210089	-22.7759
101.683	0.463893	-20.0045
101.217	1.69074	-24.1973
101.77	0.913746	-20.5719
101.692	0.0532958	-20.0436
101.974	0.5129	-19.8712
101.579	0.457341	-20.272
102.373	1.09663	-21.3839
102.276	0.393709	-20.8167
101.714	0.763353	-20.3109
101.273	0.792935	-21.8861
101.883	0.186752	-19.9186
100.74	0.535405	-26.4789
102.116	0.516508	-20.1067
101.887	0.655864	-19.9547
101.871	0.423257	-19.8074
102.822	0.707831	-23.43
102.121	0.552922	-20.1134
101.587	0.935837	-20.9746
102.458	0.619925	-21.3215
101.965	0.669092	-19.98
101.478	0.22166	-20.6705
101.674	0.658815	-20.2099
101.847	0.445604	-19.8109
101.924	0.141337	-19.994
101.628	0.447087	-20.1255
101.975	0.823057	-20.242
101.833	0.126395	-19.9246
101.872	0.646883	-19.9475
101.996	0.735673	-20.0892
101.614	0.406622	-20.1537
101.441	0.190985	-20.8567
101.303	1.0991	-22.2848
102.207	0.908885	-20.6456
101.83	0.46008	-19.8197
101.771	0.431455	-19.8568
102.309	0.933289	-20.8941
101.971	0.664809	-19.9775
102.204	0.306056	-20.6486
101.599	0.189929	-20.2236
101.283	0.499516	-21.678
101.175	0.735766	-22.391
102.148	0.703707	-20.234
102.148	0.033272	-20.7412
102.137	0.869542	-20.4625
102.137	0.65836	-20.1779
102.572	1.26168	-22.2685
101.216	1.27152	-23.0201
101.652	0.482116	-20.0813
102.248	0.914291	-20.7307
103.001	1.15229	-23.8203
102.093	0.466279	-20.0739
102.308	0.489743	-20.7935
102.009	0.695879	-20.0402
102.087	0.694895	-20.1242
101.408	0.426342	-20.9702
101.984	0.752152	-20.1103
101.619	0.414065	-20.1399
101.47	1.06318	-21.6259
102.637	1.12546	-22.1898
100.727	1.52935	-25.6241
102.643	0.729783	-22.1674
101.39	0.673494	-21.185
101.906	0.960406	-20.5838
102.041	1.28871	-21.6115
102.041	0.362919	-20.0273
101.65	0.580036	-20.1641
102.125	0.416551	-20.1958
101.618	0.131089	-20.189
102.099	0.577838	-20.0674
101.437	0.193356	-20.8797
102.285	0.77111	-20.6172
101.896	2.18084	-25.0213
101.817	1.34642	-21.9014
101.541	0.41534	-20.3891
102.233	0.964867	-20.8081
102.412	0.830603	-21.0558
101.986	0.683561	-20.0093
102.13	0.683561	-20.1828
101.983	0.170849	-20.08
102.117	0.643615	-20.1305
101.667	0.610873	-20.1612
101.968	0.608162	-19.9176
101.865	0.600668	-19.8962
102.446	1.23592	-21.8992
101.802	0.946429	-20.6216
102.324	0.217232	-21.5024
102.327	0.345405	-21.1949
102.016	0.105069	-20.2116
102.011	0.154916	-20.1589
101.855	0.493507	-19.8225
101.789	0.721416	-20.1243
102.209	0.140547	-20.962
101.641	0.262484	-20.0888
101.658	0.152632	-20.0843
102.517	0.210447	-23.0293
101.522	0.144272	-20.5048
102.24	0.0523765	-21.2256
102.562	1.55659	-23.0958
102.075	0.612508	-20.0396
101.78	0.555518	-19.9139
102.177	0.337109	-20.4824
102.411	1.3849	-22.2756
101.755	1.23202	-21.5637
102.188	0.688512	-20.3081
101.839	0.424316	-19.8106
101.78	0.36549	-19.8443
102.216	1.43014	-22.1952
102.014	0.651227	-19.9931
102.359	0.882999	-20.9431
101.199	0.698563	-22.2283
101.864	0.828295	-20.2744
101.738	0.438059	-19.8998
102.243	0.420318	-20.6192
101.925	0.675245	-19.9778
102.006	0.535663	-19.9105
102.072	0.334795	-20.1315
102.088	0.518304	-20.0436
101.77	0.791785	-20.2848
101.254	0.429512	-21.8869
101.42	0.386382	-20.9121
101.793	0.164831	-19.9097
102.018	0.70257	-20.056
102.281	1.15308	-21.364
103.608	1.61777	-27.0191
101.372	1.13942	-22.1351
101.525	0.229731	-20.4665
101.898	0.352351	-19.8317
101.362	1.35817	-22.7824
101.449	0.346806	-20.7718
101.67	0.0327326	-20.087
102.523	0.268332	-22.8654
102.189	0.236688	-20.7042
101.164	0.458119	-22.5277
101.482	0.743464	-20.8989
101.945	0.185124	-19.9956
101.781	0.756459	-20.1992
101.781	0.379641	-19.843
101.377	0.630675	-21.2059
101.491	0.925076	-21.2215
102.252	0.260632	-20.9734
101.944	0.479862	-19.8402
101.849	0.454991	-19.8121
101.448	0.309793	-20.7858
101.968	0.675885	-19.9897
101.792	0.449893	-19.8412
102.123	0.47529	-20.144
101.682	0.427821	-19.9929
101.355	0.0103303	-21.3922
101.315	0.486157	-21.4885
102.014	0.388097	-19.9524
102.012	0.411391	-19.9362
101.704	0.232208	-19.9702
101.702	0.756728	-20.3204
101.717	0.836335	-20.4611
101.977	1.12104	-21.046
102.022	0.0164506	-20.263
101.693	0.746763	-20.3179
101.795	0.438123	-19.8357
102.115	0.742279	-20.2213
101.021	1.20574	-23.7256
102.03	1.13881	-21.1061
101.516	0.922507	-21.1384
101.516	0.555785	-20.5499
102.349	0.523044	-20.9324
102.705	0.777374	-22.4544
101.846	0.817524	-20.2629
101.692	0.649019	-20.1583
102.002	0.641	-19.972
102.465	0.492376	-21.6312
101.804	0.329907	-19.835
100.271	1.20467	-28.816
102.018	0.22534	-20.1093
101.689	0.447733	-19.9867
101.702	0.509815	-19.9936
101.951	1.09489	-20.9669
101.552	1.06582	-21.4102
101.867	0.141446	-19.9328
101.778	0.511525	-19.8833
101.778	0.0448818	-19.9549
101.952	0.456728	-19.8461
102.273	1.15148	-21.3479
101.935	0.981461	-20.6329
102.409	0.567916	-21.1566
101.921	0.442434	-19.8236
101.773	0.544138	-19.9127
101.643	0.750491	-20.432
101.369	0.868333	-21.5475
102.019	0.682729	-20.0323
102.121	0.89931	-20.5047
101.477	0.930238	-21.2768
101.375	0.205277	-21.2155
101.855	0.0260676	-19.9636
102.027	0.401452	-19.9683
101.984	0.552237	-19.893
101.754	0.284596	-19.8867
101.728	0.0898254	-19.9858
101.858	0.164119	-19.9151
101.849	1.35643	-21.9121
101.783	0.486425	-19.8634
102.3	1.20145	-21.5341
102.069	0.914931	-20.4923
102.248	0.661998	-20.4527
102.352	1.16466	-21.5166
102.464	1.92252	-24.2219
101.64	0.628248	-20.2443
101.457	0.635676	-20.8522
101.957	0.0328579	-20.0984
102.559	0.83098	-21.6444
101.655	0.59494	-20.1687
101.997	0.705533	-20.0455
101.929	0.565172	-19.8658
102.651	0.616033	-22.4967
102.056	0.624342	-20.0181
101.565	0.634576	-20.4632
101.935	0.91158	-20.4464
101.532	0.0297555	-20.4897
101.735	0.126787	-19.9666
101.978	1.07887	-20.9138
101.471	0.432697	-20.6742
102.471	1.27921	-22.0718
101.797	1.07739	-21.0097
101.516	0.273825	-20.4934
101.227	1.0214	-22.4416
101.784	0.473553	-19.857
101.891	0.500312	-19.8228
101.502	0.500312	-20.5659
101.672	0.708231	-20.2922
102.007	0.521462	-19.9083
102.007	0.480705	-19.9067
101.325	0.483544	-21.4278
102.119	1.33289	-21.7903
101.835	0.300085	-19.8366
101.45	0.883217	-21.2661
101.794	0.332634	-19.8398
101.451	0.287064	-20.7768
101.969	0.250924	-19.981
101.561	0.507206	-20.3581
102.826	0.910322	-22.9883
102.179	0.913663	-20.6109
101.77	0.544573	-19.9162
102.218	0.481772	-20.4372
102.438	0.621713	-21.2204
102.156	1.0822	-21.0063
102.313	1.05415	-21.1583
101.316	0.802322	-21.6811
101.726	0.79734	-20.3607
101.884	1.25885	-21.5408
101.291	0.233601	-21.747
102.379	1.08593	-21.3709
101.975	0.542861	-19.8814
101.448	1.14125	-21.9043
102.22	0.0237341	-21.1199
101.809	0.928428	-20.5655
101.777	1.67334	-23.1553
102.185	0.896709	-20.5859
101.739	1.07233	-21.0665
101.149	0.58096	-22.5628
101.908	0.640196	-19.9326
101.815	0.445755	-19.8242
