X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.251043E+01   0.251043E+01   0.956459E+02   0.956459E+02   0.967081E+02  -0.106223E+01  -0.688103E+00
   0.288625E+01   0.288625E+01   0.968862E+02   0.968862E+02   0.967081E+02   0.178112E+00   0.105456E+00
   0.312004E+01   0.312004E+01   0.963889E+02   0.963889E+02   0.967081E+02  -0.319183E+00  -0.151989E+00
   0.323360E+01   0.323360E+01   0.981233E+02   0.981233E+02   0.967081E+02   0.141520E+01   0.960837E+00
   0.335363E+01   0.335363E+01   0.961314E+02   0.961314E+02   0.967081E+02  -0.576654E+00  -0.444608E+00
   0.360454E+01   0.360454E+01   0.963249E+02   0.963249E+02   0.967081E+02  -0.383187E+00  -0.252038E+00
   0.365831E+01   0.365831E+01   0.964173E+02   0.964173E+02   0.967081E+02  -0.290829E+00  -0.130224E+00
   0.373329E+01   0.373329E+01   0.971015E+02   0.971015E+02   0.967081E+02   0.393421E+00   0.140871E+00
   0.388987E+01   0.388987E+01   0.946673E+02   0.946673E+02   0.955805E+02  -0.913213E+00  -0.681107E+00
   0.389053E+01   0.389053E+01   0.963697E+02   0.963697E+02   0.955805E+02   0.789216E+00   0.586266E+00
   0.389221E+01   0.389221E+01   0.958407E+02   0.958407E+02   0.955805E+02   0.260188E+00   0.252465E+00
