res1           res2           tau1           Y1_gamma1      LogPost        
   0.973343E+02   0.955285E+02   0.361161E+01   0.933060E+00  -0.186694E+02
   0.978286E+02   0.962528E+02   0.330311E+01   0.415402E+00  -0.178129E+02
   0.953653E+02   0.964514E+02   0.330159E+01   0.251977E+00  -0.187926E+02
   0.967995E+02   0.956696E+02   0.266493E+01   0.158105E+01  -0.205863E+02
   0.982538E+02   0.965061E+02   0.300312E+01   0.119797E+01  -0.200669E+02
   0.968256E+02   0.962974E+02   0.298850E+01   0.491145E+00  -0.176166E+02
   0.973885E+02   0.962974E+02   0.285238E+01   0.753278E+00  -0.183792E+02
   0.978752E+02   0.967172E+02   0.284398E+01   0.601453E+00  -0.188416E+02
   0.950573E+02   0.958031E+02   0.345903E+01   0.549344E+00  -0.195567E+02
   0.958960E+02   0.955191E+02   0.317047E+01   0.549344E+00  -0.184018E+02
   0.983965E+02   0.968408E+02   0.307678E+01   0.203137E+01  -0.222444E+02
   0.970354E+02   0.959296E+02   0.353514E+01   0.177355E+00  -0.169954E+02
   0.954532E+02   0.967622E+02   0.297067E+01   0.802435E+00  -0.186292E+02
   0.957131E+02   0.964287E+02   0.386710E+01   0.703979E+00  -0.187937E+02
   0.970185E+02   0.963379E+02   0.254399E+01   0.729803E+00  -0.181447E+02
   0.974495E+02   0.962665E+02   0.297151E+01   0.211288E+01  -0.218069E+02
   0.971071E+02   0.956316E+02   0.310719E+01   0.134696E+00  -0.181076E+02
   0.968839E+02   0.965325E+02   0.314200E+01   0.159537E+00  -0.175687E+02
   0.960071E+02   0.961889E+02   0.317646E+01   0.159537E+00  -0.171797E+02
   0.956342E+02   0.945957E+02   0.377681E+01   0.673776E-01  -0.190705E+02
   0.980175E+02   0.962748E+02   0.280055E+01   0.385011E+00  -0.183792E+02
   0.961328E+02   0.946501E+02   0.370796E+01   0.123798E+00  -0.182926E+02
   0.961843E+02   0.952678E+02   0.350465E+01   0.123798E+00  -0.175459E+02
   0.954024E+02   0.969703E+02   0.366815E+01   0.836983E+00  -0.203186E+02
   0.959405E+02   0.966696E+02   0.276933E+01   0.147816E+00  -0.174672E+02
   0.964272E+02   0.958211E+02   0.254937E+01   0.407312E-01  -0.175903E+02
   0.963598E+02   0.956955E+02   0.283123E+01   0.196765E+00  -0.178951E+02
   0.955464E+02   0.964414E+02   0.276901E+01   0.196765E+00  -0.171763E+02
   0.960751E+02   0.975020E+02   0.319164E+01   0.888288E+00  -0.203835E+02
   0.960200E+02   0.970537E+02   0.316804E+01   0.185150E+01  -0.212564E+02
   0.967026E+02   0.965863E+02   0.293786E+01   0.854828E+00  -0.183872E+02
   0.915406E+02   0.956470E+02   0.261739E+01   0.536458E+00  -0.213859E+02
   0.993003E+02   0.963291E+02   0.288268E+01   0.400681E+00  -0.199199E+02
   0.954716E+02   0.965398E+02   0.265173E+01   0.254553E+00  -0.173153E+02
   0.962316E+02   0.955238E+02   0.370561E+01   0.214526E+00  -0.169941E+02
   0.970499E+02   0.970244E+02   0.284413E+01   0.159688E+01  -0.207090E+02
   0.912954E+02   0.969214E+02   0.304899E+01   0.562516E+00  -0.267419E+02
   0.939732E+02   0.958831E+02   0.281694E+01   0.686808E+00  -0.185093E+02
   0.986374E+02   0.956525E+02   0.281694E+01   0.570563E+00  -0.199162E+02
   0.971252E+02   0.966426E+02   0.337209E+01   0.121955E+01  -0.193929E+02
   0.953719E+02   0.963814E+02   0.299494E+01   0.165069E-01  -0.174501E+02
   0.966445E+02   0.956232E+02   0.365602E+01   0.165069E-01  -0.167901E+02
   0.968498E+02   0.963441E+02   0.333153E+01   0.353034E+00  -0.171721E+02
   0.969853E+02   0.961314E+02   0.302077E+01   0.353034E+00  -0.175327E+02
   0.931388E+02   0.956513E+02   0.296995E+01   0.114805E+01  -0.217303E+02
   0.949569E+02   0.967591E+02   0.270265E+01   0.464859E+00  -0.179345E+02
   0.969067E+02   0.966355E+02   0.350014E+01   0.122524E+01  -0.192974E+02
   0.983883E+02   0.951356E+02   0.343488E+01   0.255745E+01  -0.238958E+02
   0.960254E+02   0.965280E+02   0.384433E+01   0.385787E+00  -0.179888E+02
   0.956199E+02   0.953178E+02   0.323191E+01   0.186526E+01  -0.216127E+02
   0.974840E+02   0.979956E+02   0.283849E+01   0.832728E+00  -0.232766E+02
   0.976753E+02   0.951294E+02   0.376266E+01   0.650846E+00  -0.189203E+02
   0.979910E+02   0.952694E+02   0.351159E+01   0.105252E+01  -0.200510E+02
   0.971002E+02   0.971130E+02   0.362808E+01   0.934959E+00  -0.195839E+02
   0.968587E+02   0.967511E+02   0.360132E+01   0.434565E+00  -0.180685E+02
   0.973460E+02   0.963337E+02   0.335859E+01   0.612759E+00  -0.180471E+02
   0.964074E+02   0.961464E+02   0.360931E+01   0.824838E-01  -0.169329E+02
   0.978067E+02   0.957769E+02   0.300663E+01   0.818651E+00  -0.191493E+02
   0.957227E+02   0.971161E+02   0.255003E+01   0.286689E+01  -0.239332E+02
   0.950616E+02   0.966612E+02   0.339133E+01   0.546285E+00  -0.202213E+02
   0.944235E+02   0.970485E+02   0.260192E+01   0.972501E+00  -0.194003E+02
   0.967548E+02   0.958327E+02   0.259673E+01   0.386949E+00  -0.178983E+02
   0.967132E+02   0.960950E+02   0.278772E+01   0.318828E+00  -0.174860E+02
   0.972771E+02   0.959432E+02   0.268362E+01   0.367768E+00  -0.179910E+02
   0.984163E+02   0.959432E+02   0.270791E+01   0.593770E+00  -0.191790E+02
   0.965777E+02   0.963145E+02   0.287027E+01   0.593770E+00  -0.177275E+02
   0.931786E+02   0.963620E+02   0.280993E+01   0.541874E+00  -0.186336E+02
   0.963431E+02   0.966653E+02   0.328757E+01   0.264399E+00  -0.178657E+02
   0.957648E+02   0.955150E+02   0.273760E+01   0.160822E+00  -0.182911E+02
   0.960897E+02   0.965357E+02   0.260877E+01   0.584510E+00  -0.177115E+02
   0.952437E+02   0.968183E+02   0.287079E+01   0.308239E+00  -0.178727E+02
   0.959899E+02   0.960674E+02   0.366772E+01   0.608202E+00  -0.178040E+02
   0.961607E+02   0.956398E+02   0.288270E+01   0.502832E+00  -0.182547E+02
   0.968382E+02   0.960074E+02   0.376885E+01   0.126538E+01  -0.189911E+02
   0.946339E+02   0.965700E+02   0.256116E+01   0.484253E+00  -0.177668E+02
   0.978217E+02   0.962909E+02   0.280186E+01   0.551887E+00  -0.183789E+02
   0.967433E+02   0.954363E+02   0.270378E+01   0.131938E+01  -0.203377E+02
   0.973008E+02   0.960929E+02   0.338626E+01   0.179382E+00  -0.173377E+02
   0.946293E+02   0.958364E+02   0.370384E+01   0.269723E+01  -0.244882E+02
   0.963974E+02   0.950227E+02   0.375524E+01   0.867648E+00  -0.181062E+02
   0.961755E+02   0.963404E+02   0.364534E+01   0.175717E+01  -0.206252E+02
   0.971834E+02   0.959312E+02   0.251455E+01   0.231743E+00  -0.178418E+02
   0.967779E+02   0.960337E+02   0.328890E+01   0.892326E+00  -0.179503E+02
   0.940281E+02   0.971891E+02   0.286335E+01   0.176914E+00  -0.195275E+02
   0.955932E+02   0.949119E+02   0.376174E+01   0.176914E+00  -0.186159E+02
   0.949926E+02   0.958633E+02   0.310526E+01   0.176914E+00  -0.179581E+02
   0.953733E+02   0.961608E+02   0.357168E+01   0.857902E+00  -0.192273E+02
   0.948675E+02   0.963361E+02   0.255621E+01   0.152391E+00  -0.172169E+02
   0.935161E+02   0.968766E+02   0.295666E+01   0.665095E+00  -0.208512E+02
   0.966755E+02   0.965719E+02   0.385804E+01   0.259112E+01  -0.230025E+02
   0.963077E+02   0.960905E+02   0.288926E+01   0.528852E+00  -0.175612E+02
   0.961864E+02   0.959628E+02   0.352450E+01   0.399870E+00  -0.172521E+02
   0.992086E+02   0.960525E+02   0.254110E+01   0.533687E+00  -0.199433E+02
   0.966081E+02   0.964685E+02   0.338113E+01   0.371361E+00  -0.174448E+02
   0.955969E+02   0.970704E+02   0.297687E+01   0.158628E+01  -0.206980E+02
   0.942088E+02   0.945864E+02   0.326341E+01   0.894974E+00  -0.239466E+02
   0.960304E+02   0.969646E+02   0.350124E+01   0.414548E-01  -0.187931E+02
   0.964173E+02   0.966988E+02   0.349888E+01   0.477488E+00  -0.180020E+02
   0.954675E+02   0.966988E+02   0.297847E+01   0.320368E-02  -0.178320E+02
   0.948742E+02   0.959932E+02   0.308447E+01   0.337582E+00  -0.180362E+02
   0.954202E+02   0.958519E+02   0.265049E+01   0.346077E+00  -0.175891E+02
   0.923661E+02   0.962112E+02   0.286049E+01   0.129879E+01  -0.205417E+02
   0.955618E+02   0.962112E+02   0.267862E+01   0.400891E+00  -0.172941E+02
   0.955262E+02   0.963582E+02   0.283531E+01   0.400891E+00  -0.173063E+02
   0.950699E+02   0.963495E+02   0.323235E+01   0.307420E+00  -0.179736E+02
   0.953809E+02   0.964598E+02   0.251874E+01   0.307420E+00  -0.172833E+02
   0.976384E+02   0.969272E+02   0.326773E+01   0.292690E+00  -0.188897E+02
   0.965189E+02   0.956673E+02   0.256213E+01   0.482439E+00  -0.182582E+02
   0.946667E+02   0.955932E+02   0.254441E+01   0.140521E+00  -0.182391E+02
   0.975386E+02   0.952273E+02   0.332931E+01   0.140521E+00  -0.179008E+02
   0.963885E+02   0.952843E+02   0.371380E+01   0.252117E+00  -0.170897E+02
   0.968713E+02   0.967884E+02   0.282654E+01   0.259247E+00  -0.180492E+02
   0.967483E+02   0.961856E+02   0.252995E+01   0.259247E+00  -0.174050E+02
   0.962818E+02   0.951947E+02   0.364224E+01   0.110255E+01  -0.189092E+02
   0.962818E+02   0.951349E+02   0.385731E+01   0.578015E+00  -0.175165E+02
   0.958271E+02   0.952987E+02   0.292878E+01   0.516564E+00  -0.190679E+02
   0.963056E+02   0.954594E+02   0.300835E+01   0.332176E+00  -0.183650E+02
