X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.395436E-01   0.395436E-01   0.101324E+03   0.101324E+03   0.999413E+02   0.138317E+01   0.146887E+01
   0.434453E-01   0.434453E-01   0.101198E+03   0.101198E+03   0.999413E+02   0.125643E+01   0.959842E+00
   0.125582E+00   0.125582E+00   0.988556E+02   0.988556E+02   0.999413E+02  -0.108566E+01  -0.105469E+01
   0.186533E+00   0.186533E+00   0.101477E+03   0.101477E+03   0.999413E+02   0.153548E+01   0.104017E+01
   0.203928E+00   0.203928E+00   0.100462E+03   0.100462E+03   0.999413E+02   0.521194E+00   0.514974E+00
   0.385358E+00   0.385358E+00   0.977128E+02   0.977128E+02   0.999413E+02  -0.222854E+01  -0.131204E+01
   0.390016E+00   0.390016E+00   0.985609E+02   0.985609E+02   0.999413E+02  -0.138036E+01  -0.796719E+00
   0.470569E+00   0.470569E+00   0.100068E+03   0.100068E+03   0.999413E+02   0.126705E+00   0.129202E+00
   0.559112E+00   0.559112E+00   0.100411E+03   0.100411E+03   0.999413E+02   0.469739E+00   0.229143E+00
   0.673453E+00   0.673453E+00   0.998291E+02   0.998291E+02   0.999413E+02  -0.112170E+00  -0.920913E-01
   0.680590E+00   0.680590E+00   0.991694E+02   0.991694E+02   0.999413E+02  -0.771874E+00  -0.528588E+00
   0.698544E+00   0.698544E+00   0.100772E+03   0.100772E+03   0.999413E+02   0.830881E+00   0.579047E+00
   0.768608E+00   0.768608E+00   0.996558E+02   0.996558E+02   0.999413E+02  -0.285523E+00  -0.456805E+00
   0.770646E+00   0.770646E+00   0.100732E+03   0.100732E+03   0.999413E+02   0.790511E+00   0.408209E+00
   0.791022E+00   0.791022E+00   0.103526E+03   0.103526E+03   0.999413E+02   0.358481E+01   0.242190E+01
   0.914849E+00   0.914849E+00   0.100876E+03   0.100876E+03   0.999413E+02   0.934886E+00   0.957626E+00
   0.991719E+00   0.991719E+00   0.100206E+03   0.100206E+03   0.999413E+02   0.264948E+00   0.289187E+00
   0.114187E+01   0.114187E+01   0.102010E+03   0.102010E+03   0.999413E+02   0.206871E+01   0.129862E+01
   0.119075E+01   0.119075E+01   0.101574E+03   0.101574E+03   0.999413E+02   0.163313E+01   0.920859E+00
   0.130365E+01   0.130365E+01   0.998621E+02   0.998621E+02   0.999413E+02  -0.791924E-01  -0.976449E-01
   0.135225E+01   0.135225E+01   0.994039E+02   0.994039E+02   0.999413E+02  -0.537355E+00  -0.462637E+00
   0.143321E+01   0.143321E+01   0.980504E+02   0.980504E+02   0.999413E+02  -0.189089E+01  -0.136045E+01
   0.151844E+01   0.151844E+01   0.100347E+03   0.100347E+03   0.999413E+02   0.405512E+00   0.277456E+00
   0.158790E+01   0.158790E+01   0.101847E+03   0.101847E+03   0.999413E+02   0.190616E+01   0.129772E+01
   0.184504E+01   0.184504E+01   0.985949E+02   0.985949E+02   0.999413E+02  -0.134642E+01  -0.140655E+01
   0.214870E+01   0.214870E+01   0.988238E+02   0.988238E+02   0.999413E+02  -0.111751E+01  -0.562842E+00
   0.216058E+01   0.216058E+01   0.100432E+03   0.100432E+03   0.999413E+02   0.490605E+00   0.340257E+00
   0.227421E+01   0.227421E+01   0.998513E+02   0.998513E+02   0.999413E+02  -0.899680E-01  -0.974911E-01
   0.241225E+01   0.241225E+01   0.100940E+03   0.100940E+03   0.999413E+02   0.998860E+00   0.394864E+00
   0.249883E+01   0.249883E+01   0.982341E+02   0.982341E+02   0.999413E+02  -0.170719E+01  -0.127405E+01
   0.257378E+01   0.257378E+01   0.999815E+02   0.999815E+02   0.999413E+02   0.401763E-01   0.177537E-01
   0.257868E+01   0.257868E+01   0.996230E+02   0.996230E+02   0.999413E+02  -0.318255E+00  -0.203950E+00
   0.259918E+01   0.259918E+01   0.100178E+03   0.100178E+03   0.999413E+02   0.236264E+00   0.200968E+00
   0.275997E+01   0.275997E+01   0.996994E+02   0.996994E+02   0.999413E+02  -0.241887E+00  -0.238533E+00
   0.281784E+01   0.281784E+01   0.100539E+03   0.100539E+03   0.999413E+02   0.597280E+00   0.402113E+00
   0.298714E+01   0.298714E+01   0.102592E+03   0.102592E+03   0.999413E+02   0.265079E+01   0.160862E+01
   0.311158E+01   0.311158E+01   0.100104E+03   0.100104E+03   0.999413E+02   0.162309E+00   0.142797E+00
   0.331736E+01   0.331736E+01   0.988396E+02   0.988396E+02   0.999413E+02  -0.110173E+01  -0.747952E+00
   0.349190E+01   0.349190E+01   0.100301E+03   0.100301E+03   0.999413E+02   0.359401E+00   0.422706E+00
   0.365153E+01   0.365153E+01   0.100927E+03   0.100927E+03   0.999413E+02   0.985438E+00   0.601783E+00
   0.372910E+01   0.372910E+01   0.100079E+03   0.100079E+03   0.999413E+02   0.137411E+00   0.314719E+00
   0.414278E+01   0.414278E+01   0.100334E+03   0.100334E+03   0.999413E+02   0.392821E+00   0.399871E+00
   0.417268E+01   0.417268E+01   0.989491E+02   0.989491E+02   0.999413E+02  -0.992225E+00  -0.888032E+00
   0.437902E+01   0.437902E+01   0.997848E+02   0.997848E+02   0.999413E+02  -0.156451E+00  -0.613583E-01
   0.447940E+01   0.447940E+01   0.988397E+02   0.988397E+02   0.999413E+02  -0.110160E+01  -0.435731E+00
   0.454886E+01   0.454886E+01   0.100189E+03   0.100189E+03   0.999413E+02   0.248129E+00   0.334311E+00
   0.462236E+01   0.462236E+01   0.989831E+02   0.989831E+02   0.999413E+02  -0.958201E+00  -0.789964E+00
   0.467391E+01   0.467391E+01   0.982050E+02   0.982050E+02   0.999413E+02  -0.173630E+01  -0.187984E+01
   0.477042E+01   0.477042E+01   0.989508E+02   0.989508E+02   0.999413E+02  -0.990479E+00  -0.497143E+00
   0.500639E+01   0.500639E+01   0.100127E+03   0.100127E+03   0.999413E+02   0.185598E+00   0.174306E+00
   0.515205E+01   0.515205E+01   0.995672E+02   0.995672E+02   0.999413E+02  -0.374144E+00  -0.301375E+00
   0.516051E+01   0.516051E+01   0.993402E+02   0.993402E+02   0.999413E+02  -0.601135E+00  -0.598868E+00
   0.534013E+01   0.534013E+01   0.101067E+03   0.101067E+03   0.999413E+02   0.112537E+01   0.881734E+00
   0.558044E+01   0.558044E+01   0.999093E+02   0.999093E+02   0.999413E+02  -0.320381E-01  -0.215468E-01
   0.563204E+01   0.563204E+01   0.963895E+02   0.963895E+02   0.999413E+02  -0.355178E+01  -0.113165E+01
   0.575529E+01   0.575529E+01   0.100911E+03   0.100911E+03   0.999413E+02   0.969782E+00   0.515826E+00
   0.602465E+01   0.602465E+01   0.989327E+02   0.989327E+02   0.999413E+02  -0.100863E+01  -0.893998E+00
   0.607094E+01   0.607094E+01   0.100817E+03   0.100817E+03   0.999413E+02   0.875401E+00   0.842237E+00
   0.616206E+01   0.616206E+01   0.100753E+03   0.100753E+03   0.999413E+02   0.812135E+00   0.586098E+00
   0.622569E+01   0.622569E+01   0.970971E+02   0.970971E+02   0.999413E+02  -0.284419E+01  -0.213286E+01
   0.628904E+01   0.628904E+01   0.976500E+02   0.976500E+02   0.999413E+02  -0.229126E+01  -0.126932E+01
