res1           res2           tau1           Y1_gamma1      LogPost        
   0.705657E+02   0.705597E+02   0.806054E+01   0.541101E+00  -0.900477E+01
   0.746287E+02   0.712774E+02   0.795368E+01   0.326895E+01  -0.125556E+02
   0.714664E+02   0.707048E+02   0.800107E+01   0.854622E+00  -0.971828E+01
   0.706059E+02   0.706353E+02   0.813108E+01   0.746582E+00  -0.910897E+01
   0.696257E+02   0.673215E+02   0.812306E+01   0.202513E+01  -0.102724E+02
   0.691813E+02   0.688109E+02   0.797427E+01   0.400185E+00  -0.831119E+01
   0.707219E+02   0.687238E+02   0.805442E+01   0.400185E+00  -0.853243E+01
   0.707224E+02   0.720585E+02   0.804697E+01   0.247885E+01  -0.111035E+02
   0.709221E+02   0.669159E+02   0.811965E+01   0.134661E+01  -0.103620E+02
   0.689144E+02   0.709201E+02   0.804990E+01   0.907003E+00  -0.951577E+01
   0.704394E+02   0.714130E+02   0.812813E+01   0.379410E+00  -0.112820E+02
   0.711544E+02   0.686260E+02   0.808773E+01   0.145131E+01  -0.956407E+01
   0.700268E+02   0.698843E+02   0.804562E+01   0.657791E+00  -0.816845E+01
   0.704119E+02   0.672738E+02   0.809685E+01   0.850605E+00  -0.983252E+01
   0.658838E+02   0.751955E+02   0.803932E+01   0.931743E+01  -0.163654E+02
   0.725828E+02   0.670062E+02   0.802479E+01   0.403806E+01  -0.133626E+02
   0.687664E+02   0.704447E+02   0.805038E+01   0.537303E+01  -0.133979E+02
   0.591535E+02   0.674205E+02   0.798118E+01   0.458728E+01  -0.179237E+02
   0.619637E+02   0.784512E+02   0.798118E+01   0.167713E+02  -0.193443E+02
   0.536920E+02   0.675626E+02   0.799045E+01   0.135918E+02  -0.191547E+02
   0.594030E+02   0.820968E+02   0.794025E+01   0.152262E+02  -0.197077E+02
   0.628346E+02   0.674155E+02   0.799565E+01   0.164738E+02  -0.188642E+02
   0.744135E+02   0.834645E+02   0.810875E+01   0.182994E+02  -0.195759E+02
   0.728191E+02   0.815862E+02   0.810254E+01   0.231903E+02  -0.205042E+02
   0.719129E+02   0.885436E+02   0.802657E+01   0.292978E+02  -0.218860E+02
   0.628827E+02   0.768419E+02   0.798475E+01   0.265478E+02  -0.211788E+02
   0.686013E+02   0.792302E+02   0.810665E+01   0.107881E+02  -0.170464E+02
   0.716496E+02   0.696855E+02   0.814076E+01   0.117660E+01  -0.976528E+01
   0.683864E+02   0.706242E+02   0.799702E+01   0.366556E+00  -0.104951E+02
   0.708713E+02   0.700291E+02   0.800343E+01   0.119090E+01  -0.896917E+01
   0.708734E+02   0.705788E+02   0.797973E+01   0.371524E-01  -0.945110E+01
   0.723898E+02   0.698307E+02   0.797470E+01   0.209139E+01  -0.107413E+02
   0.719883E+02   0.732888E+02   0.797470E+01   0.279411E+01  -0.129523E+02
   0.692949E+02   0.693678E+02   0.803439E+01   0.633050E+00  -0.817820E+01
   0.692987E+02   0.696462E+02   0.798048E+01   0.421366E+00  -0.805833E+01
   0.686658E+02   0.687144E+02   0.798048E+01   0.126459E+01  -0.950801E+01
   0.698700E+02   0.676866E+02   0.813769E+01   0.306371E+00  -0.958392E+01
   0.693468E+02   0.689386E+02   0.811388E+01   0.776469E+00  -0.835738E+01
   0.678181E+02   0.704271E+02   0.802715E+01   0.182279E+01  -0.105100E+02
   0.694603E+02   0.695926E+02   0.804378E+01   0.398658E+00  -0.788957E+01
   0.694603E+02   0.695926E+02   0.797364E+01   0.979011E+00  -0.853188E+01
   0.677184E+02   0.696505E+02   0.803860E+01   0.571587E+00  -0.102060E+02
   0.690360E+02   0.682817E+02   0.806457E+01   0.982197E+00  -0.911442E+01
   0.676157E+02   0.675475E+02   0.797113E+01   0.204772E+01  -0.115988E+02
   0.685137E+02   0.683989E+02   0.802899E+01   0.247953E+00  -0.961223E+01
   0.706360E+02   0.668553E+02   0.804175E+01   0.139654E+01  -0.113044E+02
   0.697630E+02   0.692885E+02   0.806032E+01   0.529631E+00  -0.781563E+01
   0.758410E+02   0.679290E+02   0.794987E+01   0.506287E+01  -0.140957E+02
   0.690330E+02   0.689759E+02   0.799950E+01   0.439561E+00  -0.832942E+01
   0.686047E+02   0.687722E+02   0.796503E+01   0.439561E+00  -0.896180E+01
   0.691949E+02   0.694261E+02   0.796808E+01   0.300414E+00  -0.797408E+01
   0.687003E+02   0.694563E+02   0.802463E+01   0.110745E+01  -0.907720E+01
   0.702969E+02   0.710077E+02   0.794399E+01   0.993740E+00  -0.968195E+01
   0.684252E+02   0.723528E+02   0.804485E+01   0.236795E+01  -0.112503E+02
   0.702886E+02   0.709898E+02   0.802187E+01   0.153499E+01  -0.965045E+01
   0.678016E+02   0.694005E+02   0.806019E+01   0.105824E+01  -0.105750E+02
   0.678338E+02   0.689888E+02   0.797315E+01   0.524924E+00  -0.997638E+01
   0.722566E+02   0.686855E+02   0.797756E+01   0.524924E+00  -0.980383E+01
   0.682772E+02   0.686855E+02   0.794662E+01   0.142651E+01  -0.972542E+01
   0.681623E+02   0.701262E+02   0.799301E+01   0.347177E+00  -0.987262E+01
   0.692962E+02   0.653698E+02   0.795365E+01   0.737484E+01  -0.155330E+02
   0.708551E+02   0.702565E+02   0.814420E+01   0.147639E+01  -0.950719E+01
   0.699259E+02   0.705068E+02   0.796312E+01   0.661844E+00  -0.885978E+01
   0.779783E+02   0.671831E+02   0.795032E+01   0.486482E+01  -0.148347E+02
   0.738966E+02   0.626556E+02   0.814714E+01   0.928306E+01  -0.164409E+02
   0.688573E+02   0.697696E+02   0.805290E+01   0.611036E+01  -0.139583E+02
   0.672876E+02   0.682821E+02   0.796656E+01   0.301981E+01  -0.119501E+02
   0.709217E+02   0.696494E+02   0.796443E+01   0.399085E+00  -0.795203E+01
