res1           res2           tau1           Y1_gamma1      LogPost        
   0.117241E+03   0.102851E+03   0.860577E+01   0.224200E+00  -0.167617E+02
   0.116760E+03   0.102516E+03   0.863463E+01   0.259503E-01  -0.179306E+02
   0.116498E+03   0.102432E+03   0.864311E+01   0.259503E-01  -0.190749E+02
   0.117772E+03   0.102441E+03   0.864311E+01   0.244302E+00  -0.177847E+02
   0.117144E+03   0.103660E+03   0.864311E+01   0.345818E+00  -0.167194E+02
   0.117429E+03   0.103794E+03   0.878302E+01   0.345818E+00  -0.167195E+02
   0.117122E+03   0.105512E+03   0.869349E+01   0.166187E+01  -0.211664E+02
   0.117954E+03   0.103436E+03   0.869349E+01   0.109404E+01  -0.190254E+02
   0.117822E+03   0.103682E+03   0.857200E+01   0.509991E+00  -0.175118E+02
   0.116559E+03   0.103037E+03   0.857200E+01   0.744486E+00  -0.186019E+02
   0.117006E+03   0.101888E+03   0.867276E+01   0.159305E+01  -0.209822E+02
   0.116637E+03   0.102804E+03   0.873979E+01   0.977948E+00  -0.190001E+02
   0.116570E+03   0.104575E+03   0.879447E+01   0.977948E+00  -0.193570E+02
   0.117701E+03   0.103875E+03   0.879447E+01   0.663244E+00  -0.176311E+02
   0.116694E+03   0.104349E+03   0.878469E+01   0.156247E+00  -0.181007E+02
   0.116847E+03   0.103476E+03   0.878469E+01   0.287883E+00  -0.171228E+02
   0.117121E+03   0.103753E+03   0.880218E+01   0.287883E+00  -0.167031E+02
   0.117466E+03   0.102637E+03   0.853194E+01   0.498038E+00  -0.174200E+02
   0.117466E+03   0.103204E+03   0.853194E+01   0.498038E+00  -0.169859E+02
   0.117126E+03   0.103301E+03   0.857734E+01   0.291585E+00  -0.166622E+02
   0.117083E+03   0.103301E+03   0.859865E+01   0.710249E+00  -0.174673E+02
   0.117185E+03   0.105583E+03   0.859865E+01   0.151839E+01  -0.209433E+02
   0.117185E+03   0.103132E+03   0.859865E+01   0.222616E+00  -0.165975E+02
   0.116821E+03   0.102372E+03   0.853194E+01   0.200035E+00  -0.180150E+02
