"res1"	"res2"	"tau1"	"Y1_gamma1"	"LogPost"
100.339	105.786	2.7932	3.72799	-68.7621
99.8562	104.919	1.32421	4.22889	-70.1022
101.084	106.542	1.72034	3.76588	-69.6828
100.542	106.042	1.78054	3.50378	-69.058
102.716	107.928	3.17538	3.9234	-70.0628
103.244	106.091	2.88463	4.37856	-69.9761
102.386	104.768	2.20288	4.25334	-70.3797
105.354	104.575	1.05839	4.30696	-73.287
99.989	105.976	1.29283	3.16307	-72.0864
96.9474	105.526	1.61138	3.50018	-70.9353
101.558	106.915	3.13078	4.1253	-70.1575
100.756	108.496	3.29558	3.8979	-71.7803
101.041	105.443	3.03294	3.17635	-67.9944
101.837	107.056	3.03308	2.47206	-66.9835
101.762	106.561	2.96981	4.16775	-67.6826
102.838	106.577	2.96981	2.82921	-67.5048
102.044	107.034	2.96981	3.07495	-66.1701
100.054	108.204	2.96981	4.08988	-68.4399
103.747	106.23	3.56479	4.2758	-71.681
104.202	107.415	3.00437	4.94344	-71.0744
101.071	106.785	2.77996	4.67878	-70.5367
101.181	105.795	2.79999	4.22833	-69.0241
101.032	103.319	2.79999	4.41007	-72.2666
101.256	106.519	2.79999	3.715	-68.2373
97.7489	105.06	1.86267	4.91228	-71.9993
102.33	107.094	2.9917	3.00675	-66.3589
101.004	108.034	2.9917	3.39898	-66.5375
101.218	107.055	2.98763	4.78058	-69.0531
101.592	108.059	2.98763	2.67703	-66.5601
102.026	108.361	2.98763	3.68816	-66.9622
103.223	106.132	2.98763	4.32206	-69.0583
103.218	107.632	3.00485	3.72549	-67.6976
102.382	107.353	3.00485	3.71421	-66.8386
103.44	108.014	3.00485	2.78824	-68.6107
101.951	106.281	3.00485	3.56316	-66.8875
102.607	106.42	3.00485	3.96463	-67.701
99.5595	108.262	3.00485	3.53	-68.6144
100.925	108.743	3.00485	3.53	-67.262
102.053	107.07	3.00485	4.35306	-67.991
99.511	107.138	3.00485	3.82963	-68.6556
101.809	108.363	3.00485	2.73824	-66.7598
99.9418	107.927	3.00485	4.47934	-69.1996
102.177	107.436	3.00515	3.43047	-66.3553
100.911	105.56	2.52153	4.02628	-69.6025
97.6689	105.153	1.43095	3.90537	-70.121
102.199	106.007	2.36249	2.9954	-70.3494
101.904	104.983	2.38426	4.06077	-69.9506
100.336	107.208	1.59722	3.2955	-71.0017
101.446	106.098	2.89507	2.70072	-69.3619
102.921	107.36	3.02235	3.09661	-66.9672
101.124	107.869	3.02235	2.94796	-66.2786
102.176	107.219	3.02235	2.95431	-66.2322
103.614	107.321	3.03533	4.17224	-68.8477
100.413	109.071	2.98832	3.00334	-68.2693
101.867	107.863	3.03739	3.50511	-66.409
98.9467	105.645	2.16064	5.43301	-72.4084
101.567	105.334	1.96633	3.62399	-69.2283
102.664	106.072	2.79069	4.70434	-70.6646
99.6469	105.301	1.73411	4.88386	-70.6265
100.334	104.996	2.9977	4.27207	-69.8388
100.324	105.929	2.81154	2.81923	-69.5312
103.114	108.525	3.05951	3.87411	-70.7061
100.757	106.503	2.94373	3.16839	-67.8232
100.645	107.119	3.0214	2.67783	-67.0522
101.162	108.387	3.07412	3.62726	-71.2563
99.7337	107.226	2.95455	3.10303	-69.3271
100.011	106.056	1.60148	4.01482	-69.2855
100.052	105.855	2.24673	3.54822	-69.23
102.825	106.542	2.02973	5.36694	-72.3954
100.778	104.499	2.73992	6.2159	-74.245
103.097	106.785	2.56036	4.30789	-70.9023
100.304	105.315	1.02167	4.21512	-71.1932
100.953	105.72	2.82271	3.68018	-68.4606
100.604	107.896	3.00384	4.36372	-68.3686
101.895	105.439	1.15116	4.41854	-71.2784
100.016	105.439	1.68787	4.07153	-69.1978
101.373	106.682	2.55385	3.13074	-70.1701
103.002	103.48	4.25393	4.7313	-73.5573
100.39	108.28	3.03748	3.09362	-67.2341
103.321	107.077	3.03748	4.94842	-70.1462
101.079	108.583	3.04201	5.05229	-70.0883
101.052	105.646	2.21313	3.27767	-69.1754
103.597	107.787	3.00951	3.65444	-68.2427
102.7	109.444	3.03105	3.57024	-68.4839
101.541	109.42	3.03105	3.2282	-67.8643
101.277	104.635	1.7453	3.61756	-69.5904
101	104.813	3.02877	3.39172	-69.1271
102.808	106.419	3.02877	3.36645	-67.2446
101.226	107.535	3.02877	4.11892	-67.4552
103.821	104.018	0.502245	4.08635	-72.583
101.224	102.755	0.701639	4.56586	-73.4977
101.534	106.783	3.42554	3.36262	-70.1544
102.157	107.662	3.1337	3.909	-69.9178
102.12	103.384	2.09084	4.43585	-72.2564
102.09	105.751	3.01282	3.25223	-67.3863
97.3291	104.597	1.404	4.07649	-71.1299
100.179	105.931	2.82611	4.26847	-69.6838
99.9238	105.023	1.4531	4.04648	-69.2901
102.267	106.56	3.09976	4.13229	-69.853
104.133	103.108	4.10665	4.04033	-72.7601
102.693	104.761	2.58218	3.58545	-70.4916
100.191	106.741	1.75177	3.51699	-69.811
101.674	105.502	2.33165	3.31944	-69.5698
100.352	106.671	1.5056	4.62843	-70.6409
101.744	108.695	2.73538	4.02487	-72.3379
102.414	106.851	3.21003	3.7826	-69.5669
101.17	106.007	2.31687	3.89939	-69.4417
100.515	105.996	2.26541	6.82684	-75.3198
100.491	106.45	2.61841	4.56594	-70.5577
101.401	106.722	2.93625	4.38584	-69.2364
101.414	105.4	3.04958	3.85171	-68.1577
100.714	107.758	2.96939	3.22068	-66.5431
99.8418	106.944	2.96939	3.82405	-68.1682
101.87	107.396	2.96939	5.04368	-69.6863
101.578	106.792	2.66127	2.97823	-70.171
101.385	106.552	2.75758	4.15503	-69.5854
104.806	105.445	5.96087	3.9406	-73.1592
97.9822	106.822	1.08575	4.33173	-73.5163
102.915	104.429	2.91267	3.93997	-70.699
100.219	105.526	1.61128	3.55079	-68.8491
101.305	107.942	3.02212	3.32241	-66.2852
100.466	107.18	3.02212	3.91768	-67.5207
103.341	105.971	2.37414	3.44328	-70.6438
102.449	106.094	2.78045	5.18249	-71.5277
102.62	107.526	2.95014	3.2003	-67.9632
102.827	106.583	2.95014	4.17145	-68.7786
101.008	105.503	2.78425	3.07956	-69.7546
102.282	105.651	2.88815	4.27518	-69.3773
104.665	107.33	3.40622	4.71285	-72.1973
102.537	106.592	1.49968	7.12167	-76.5064
99.8346	107.231	1.78269	3.9171	-70.6397
101.466	105.224	3.0183	3.81974	-68.3548
101.466	107.61	3.0183	3.25609	-66.0915
101.004	108.661	2.96568	2.62057	-67.6577
102.256	107.614	2.96568	3.86971	-67.0453
100.692	106.39	2.96911	3.09854	-67.0012
101.755	106.07	2.96911	3.11655	-66.8726
100.175	107.766	2.89313	3.97719	-69.7744
98.5528	104.697	0.822052	3.17018	-72.1049
101.246	104.747	2.88401	4.00714	-69.766
103.504	104.937	1.0332	4.55093	-72.231
99.8343	105.986	2.12236	3.21784	-69.6335
99.5709	106.703	2.8671	3.96101	-69.866
100.916	107.7	2.82646	3.60923	-68.9634
102.31	106.503	1.705	3.71507	-70.3311
103.85	105.864	1.87018	5.97096	-74.0777
99.383	102.779	2.32119	4.3546	-74.2142
102.063	105.991	2.25517	5.20546	-71.5832
102.485	106.213	2.60257	5.60284	-72.6631
102.019	107.417	2.74144	4.26255	-70.4463
98.7396	106.95	1.51654	3.09023	-71.3355
98.7515	104.059	1.55129	4.03512	-70.5298
101.311	106.408	2.35407	3.87679	-69.5596
102.899	107.07	1.75708	4.04989	-71.6222
101.252	106.343	3.01783	3.14111	-66.6233
101.034	105.812	2.48496	3.96565	-69.4953
102.274	107.73	3.01261	3.84755	-67.0369
101.794	108.488	3.01261	4.32722	-68.1986
102.277	107.618	3.01261	3.50606	-66.5126
100.418	108.059	3.01971	3.00148	-67.0852
100.586	108.915	3.01971	2.9613	-67.835
103.546	106.52	2.98904	4.44444	-69.432
101.405	105.779	2.99484	2.96192	-67.4463
101.552	107.698	2.99484	2.8804	-66.1054
101.164	107.624	2.83337	4.98207	-70.8212
103.561	106.738	2.4267	4.06412	-71.1062
104.907	101.371	5.16254	4.59774	-73.8664
105.547	105.086	5.15133	5.12067	-74.034
102.187	105.512	1.30749	4.325	-70.703
102.53	106.061	2.97806	3.85531	-67.7381
99.3523	107.558	2.02672	3.67967	-71.3982
100.416	105.283	1.48429	3.80765	-68.9843
99.8069	106.004	3.10203	5.5664	-74.1396
101.243	106.321	1.2603	4.27068	-71.7712
102.653	107.32	2.34077	4.49755	-71.3237
102.269	106.959	1.81677	4.57466	-71.3182
98.9138	107.097	1.70774	2.71995	-73.1732
95.0274	106.684	0.961138	5.19909	-74.9736
101.51	106.457	2.90776	3.46581	-68.1385
101.843	105.915	3.03115	3.32916	-67.0794
102.695	108.478	3.03115	3.25213	-67.1691
101.785	108.623	3.03115	3.25724	-66.7272
100.849	108.255	3.02761	3.97095	-67.5545
101.45	107.715	3.02761	2.53792	-66.7047
101.679	104.704	3.02761	3.33	-69.215
100.608	108.102	3.02761	2.4845	-67.8932
101.171	107.397	3.02761	3.38428	-66.2683
101.459	108.8	3.02695	3.65233	-67.2385
103.145	107.253	3.02695	3.67667	-67.5318
