"res1"	"Y1_gamma1"	"LogPost"
109.486	1.83516	-12.0464
108.987	4.14326	-12.864
108.789	3.084	-12.1752
107.972	2.21337	-12.1879
108.119	1.59672	-12.2394
108.119	5.32685	-13.8037
107.046	6.73709	-14.8799
108.763	1.28858	-12.3529
107.619	3.24404	-12.7241
109.651	3.23095	-12.2835
109.671	3.39147	-12.3817
108.826	3.98825	-12.7692
108.224	3.07773	-12.3297
109.809	1.49206	-12.8887
108.486	1.18125	-12.5126
108.676	2.91053	-12.0981
109.969	2.58057	-12.1413
105.603	3.39166	-14.7162
108.574	3.28076	-12.3369
109.247	2.4672	-11.8737
108.146	4.43228	-13.2058
109.009	3.84506	-12.652
107.262	1.82115	-13.1434
107.101	2.21892	-13.1323
107.698	3.22018	-12.6653
109.536	2.2317	-11.9228
107.454	2.42829	-12.6558
107.174	3.0136	-12.982
108.464	6.05265	-14.2194
108.618	1.57241	-12.015
111.603	2.61152	-13.7685
110.459	7.58245	-15.1464
103.73	16.2035	-18.9098
115.627	6.79223	-16.6684
114.101	7.80682	-16.1071
107.731	1.7203	-12.552
106.823	3.93738	-13.5392
106.655	2.65857	-13.5762
108.39	2.81418	-12.1316
108.238	4.77533	-13.4143
110.247	2.52782	-12.3158
108.75	3.90042	-12.7174
108.75	3.91984	-12.7309
113.878	3.81838	-15.8824
108.84	3.88419	-12.6946
107.813	4.76695	-13.5167
107.188	2.42933	-12.9513
107.234	4.93066	-13.8151
108.74	4.85859	-13.3918
110.596	5.19476	-13.7383
109.743	1.01531	-14.7667
114.239	4.36856	-15.9344
107.652	3.5002	-12.8276
107.212	2.38541	-12.9317
106.437	4.43516	-13.9851
108.825	1.90664	-11.8284
108.325	2.42899	-12.01
111.528	3.38085	-13.3568
107.936	2.89384	-12.3819
109.716	2.41115	-12.0005
108.565	3.71996	-12.6252
107.821	3.10572	-12.5411
109.112	1.78601	-11.9069
113.328	5.73964	-15.1043
106.45	6.83114	-15.0892
109.144	7.93546	-15.2948
107.971	4.96924	-13.6037
110.671	6.28324	-14.4239
110.522	3.58609	-12.7586
107.095	1.90359	-13.3499
109.106	2.35675	-11.8332
108.359	2.9279	-12.199
108.45	2.57361	-12.0066
107.705	3.3391	-12.7178
109.854	2.3134	-12.0759
107.317	4.57762	-13.581
108.137	2.7748	-12.2235
107.374	3.07051	-12.829
106.99	4.74791	-13.8193
109.318	2.0352	-11.8707
107.859	3.40255	-12.6695
109.202	3.11969	-12.1689
110.888	3.35414	-12.8653
109.87	1.29797	-13.6128
109.25	2.07715	-11.8422
109.825	2.98946	-12.2041
108.499	3.7518	-12.6609
109.299	3.33167	-12.3021
109.181	3.45773	-12.3811
108.48	4.37056	-13.0894
108.989	1.40513	-12.249
107.511	4.14277	-13.2484
110.687	4.50124	-13.3324
107.728	2.36554	-12.3943
104.912	6.98255	-15.718
109.87	5.16589	-13.6036
106.673	3.33514	-13.5
109.466	3.02436	-12.1375
108.443	5.47946	-13.8503
107.627	3.72476	-12.9595
107.593	10.3488	-16.5567
102.784	14.6978	-18.6381
113.813	6.98863	-15.7237
108.292	1.79636	-12.0231
108.534	1.79636	-11.9143
109.589	1.95364	-12.0334
110.019	4.83281	-13.3957
108.866	3.43313	-12.3838
106.436	5.83951	-14.6089
109.173	2.27963	-11.8267
112.032	5.38617	-14.3189
109.054	2.2311	-11.8103
105.926	6.33876	-15.0426
109.13	3.63777	-12.5029
110.007	2.4532	-12.1577
109.996	2.99385	-12.2671
109.473	2.02014	-11.9381
109.385	5.61877	-13.8848
108.768	1.78814	-11.8706
108.817	2.42038	-11.8607
108.694	2.7437	-12.0098
109.824	1.98223	-12.1853
109.595	1.98223	-12.0216
107.023	4.86827	-13.8683
106.475	3.50037	-13.7094
110.22	4.40023	-13.143
108.632	2.21589	-11.8518
111.417	2.96878	-13.3031
108.991	6.54522	-14.4895
111.763	2.63154	-13.9867
110.033	3.03161	-12.2972
109.42	2.69321	-11.9761
109.536	1.71841	-12.19
108.403	2.88298	-12.1606
110.372	1.54696	-13.7393
108.595	2.05585	-11.8513
108.13	1.82629	-12.119
107.281	1.82629	-13.1092
108.064	1.82629	-12.17
111.09	6.86744	-14.8316
107.676	1.72581	-12.616
109.258	1.72581	-12.0047
107.12	5.53381	-14.1967
109.172	6.09425	-14.1989
109.177	1.63203	-12.0518
109.91	4.17154	-12.9303
102.049	6.35256	-17.4886
108.947	4.28617	-12.9685
109.347	3.24926	-12.2537
109.263	2.44977	-11.8714
108.189	3.4797	-12.5746
110.503	3.49994	-12.709
110.642	3.83874	-12.9385
108.443	15.2549	-18.3239
106.474	21.4494	-20.0182
102.64	8.64231	-17.144
109.321	3.83559	-12.6396
108.489	11.9911	-17.1822
110.43	6.01824	-14.2258
108.575	1.54714	-12.0432
108.575	1.66938	-11.9598
110.833	2.6203	-12.8084
108.138	2.42307	-12.1057
109.312	4.39451	-13.0337
110.8	3.97471	-13.0772
113.184	4.49768	-14.8185
108.901	3.68976	-12.5532
108.949	0.768025	-14.265
108.226	2.63023	-12.1225
109.076	2.99408	-12.0968
110.377	2.63765	-12.4045
108.211	4.69893	-13.3689
109.369	2.90805	-12.0643
109.905	2.305	-12.1091
108.328	3.51305	-12.5496
104.132	4.38884	-16.1177
106.878	2.78894	-13.2692
109.982	4.09614	-12.8928
111.52	4.13056	-13.5189
110.561	4.13056	-13.0701
108.128	4.15765	-13.0286
110.693	1.74061	-13.7912
111.522	3.71673	-13.3947
110.818	3.06097	-12.7556
111.895	3.56171	-13.6848
109.043	3.55128	-12.4476
109.043	1.24621	-12.5834
109.44	3.92871	-12.7094
117.015	7.30603	-17.5705
108.091	1.2795	-12.5621
108.034	7.52325	-15.1386
111.236	6.0509	-14.4014
109.077	3.39864	-12.3446
109.826	5.91704	-14.0983
108.691	2.2651	-11.8457
109.732	4.22644	-12.9422
109.068	2.29771	-11.82
109.386	3.34676	-12.3171
109.764	2.46628	-12.0267
108.887	2.09857	-11.8027
111.224	4.30423	-13.436
109.226	1.81541	-11.9276
106.713	3.4079	-13.473
107.646	2.49293	-12.4772
109.141	2.09106	-11.8177
108.017	2.75254	-12.2791
109.065	2.99987	-12.1003
110.616	2.23095	-12.8032
109.446	1.58301	-12.2904
110.869	4.17976	-13.2144
107.337	2.74361	-12.7886
111.676	3.21226	-13.512
110.09	2.8959	-12.2728
111.359	3.73711	-13.2863
111.281	7.63533	-15.2774
107.467	1.62303	-12.9929
109.987	3.44055	-12.4847
109.438	1.25342	-13.0101
109.438	3.36435	-12.3327
107.795	2.24267	-12.3333
107.293	3.00976	-12.8784
110.319	6.82777	-14.7031
107.135	4.12989	-13.4306
109.585	5.47255	-13.7915
109.122	2.26159	-11.8188
109.807	2.80595	-12.1244
110.205	1.66784	-13.0839
111.882	2.99972	-13.8303
114.347	4.96341	-15.816
110.005	3.60894	-12.5882
110.277	3.24109	-12.4899
107.217	3.80672	-13.2283
108.816	0.942226	-13.2589
110.076	2.99126	-12.2993
106.71	5.39912	-14.2786
109.563	1.305	-13.0372
110.388	3.393	-12.6073
107.997	3.72666	-12.7972
108.566	2.36154	-11.8997
111.118	7.09408	-14.9615
104.461	4.84027	-15.6332
107.852	2.63328	-12.3438
107.706	3.95521	-13.0536
110.191	8.98286	-15.8593
109.291	5.85711	-14.0428
108.161	1.79264	-12.1087
108.315	7.04643	-14.839
108.846	2.08315	-11.8054
109.827	2.08315	-12.1272
105.607	3.54382	-14.6563
113.847	4.75877	-15.3889
108.837	3.05052	-12.1485
108.837	1.88547	-11.8333
108.789	3.69197	-12.5679
109.282	4.07605	-12.8074
109.887	2.25706	-12.1072
109.887	1.55448	-12.8545
108.279	1.98478	-11.9892
109.716	2.45911	-12.0045
107.428	0.0806502	-15.649
109.981	4.04426	-12.8585
108.239	5.71973	-14.0367
106.734	2.34825	-13.6094
109.23	2.14259	-11.8311
109.234	2.75011	-11.9758
109.668	1.80505	-12.2064
108.746	2.17884	-11.8226
112.835	3.28548	-14.9009
109.405	3.28548	-12.2805
105.952	5.40733	-14.6432
107.535	4.81976	-13.6391
107.338	1.38278	-13.5118
109.795	1.95251	-12.1832
109.135	3.71655	-12.5569
108.12	9.95955	-16.3466
108.619	3.8124	-12.6777
108.701	3.53417	-12.4748
100.034	8.28408	-18.5596
104.501	21.1863	-20.0449
112.047	8.87631	-16.0052
110.651	4.40705	-13.2644
108.491	3.60669	-12.5661
110.363	2.58631	-12.3975
108.404	1.24974	-12.4205
111.065	3.1915	-12.9597
106.912	2.95141	-13.228
111.729	5.47956	-14.2418
111.001	3.40649	-12.9539
105.126	4.17132	-15.0628
110.273	3.69849	-12.7214
108.471	1.20355	-12.4767
109.99	1.20355	-14.3283
113.302	4.30262	-14.9488
110.855	4.0179	-13.1233
103.99	6.67335	-16.099
105.886	6.86279	-15.287
112.342	4.84748	-14.2613
109.933	3.20379	-12.341
99.1176	8.56017	-19.1111
103.946	18.6367	-19.4981
106.581	14.6446	-18.2101
105.668	7.8638	-15.7888
110.668	3.52807	-12.8013
110.179	1.67838	-13.019
108.297	4.36115	-13.1209
109.556	2.72683	-12.0185
109.525	1.99481	-11.9749
108.884	3.48225	-12.4143
109.355	2.34331	-11.8682
108.864	2.38358	-11.8447
105.284	2.3895	-16.5008
112.331	2.64677	-14.922
108.825	1.30408	-12.3454
107.597	3.46797	-12.8422
106.989	2.7683	-13.1446
108.487	2.67636	-12.0351
108.787	2.2592	-11.8269
108.086	2.48247	-12.1513
108.849	1.17163	-12.62
108.762	1.75399	-11.886
