"loglikelihood"	"logprio"	"logposterior"
-18.0096298140119	-4.60517018598809	-22.6148
-16.5637298140119	-4.60517018598809	-21.1689
-16.7335298140119	-4.60517018598809	-21.3387
-20.3021298140119	-4.60517018598809	-24.9073
-23.3964298140119	-4.60517018598809	-28.0016
-17.1333298140119	-4.60517018598809	-21.7385
-16.3991298140119	-4.60517018598809	-21.0043
-16.2379298140119	-4.60517018598809	-20.8431
-17.2059298140119	-4.60517018598809	-21.8111
-16.5473298140119	-4.60517018598809	-21.1525
-17.1596298140119	-4.60517018598809	-21.7648
-17.5713298140119	-4.60517018598809	-22.1765
-17.0639298140119	-4.60517018598809	-21.6691
-16.2227298140119	-4.60517018598809	-20.8279
-16.2756298140119	-4.60517018598809	-20.8808
-19.9995298140119	-4.60517018598809	-24.6047
-18.5103298140119	-4.60517018598809	-23.1155
-17.1765298140119	-4.60517018598809	-21.7817
-21.2027298140119	-4.60517018598809	-25.8079
-17.9024298140119	-4.60517018598809	-22.5076
-17.5991298140119	-4.60517018598809	-22.2043
-16.2539298140119	-4.60517018598809	-20.8591
-17.7597298140119	-4.60517018598809	-22.3649
-16.6282298140119	-4.60517018598809	-21.2334
-19.9710298140119	-4.60517018598809	-24.5762
-16.2669298140119	-4.60517018598809	-20.8721
-17.0517298140119	-4.60517018598809	-21.6569
-16.8568298140119	-4.60517018598809	-21.462
-16.1951298140119	-4.60517018598809	-20.8003
-16.5766298140119	-4.60517018598809	-21.1818
-16.1571298140119	-4.60517018598809	-20.7623
-17.3816298140119	-4.60517018598809	-21.9868
-17.0502298140119	-4.60517018598809	-21.6554
-18.5958298140119	-4.60517018598809	-23.201
-16.6037298140119	-4.60517018598809	-21.2089
-16.3972298140119	-4.60517018598809	-21.0024
-21.1910298140119	-4.60517018598809	-25.7962
-22.6534298140119	-4.60517018598809	-27.2586
-17.9861298140119	-4.60517018598809	-22.5913
-17.3733298140119	-4.60517018598809	-21.9785
-16.2675298140119	-4.60517018598809	-20.8727
-16.2751298140119	-4.60517018598809	-20.8803
-16.7659298140119	-4.60517018598809	-21.3711
-16.2563298140119	-4.60517018598809	-20.8615
-16.2520298140119	-4.60517018598809	-20.8572
-17.1229298140119	-4.60517018598809	-21.7281
-17.6828298140119	-4.60517018598809	-22.288
-16.8950298140119	-4.60517018598809	-21.5002
-18.9447298140119	-4.60517018598809	-23.5499
-18.0763298140119	-4.60517018598809	-22.6815
-16.3231298140119	-4.60517018598809	-20.9283
-20.3886298140119	-4.60517018598809	-24.9938
-17.1868298140119	-4.60517018598809	-21.792
-16.9502298140119	-4.60517018598809	-21.5554
-16.2363298140119	-4.60517018598809	-20.8415
-16.5039298140119	-4.60517018598809	-21.1091
-16.6985298140119	-4.60517018598809	-21.3037
-18.0163298140119	-4.60517018598809	-22.6215
-16.2716298140119	-4.60517018598809	-20.8768
-16.3195298140119	-4.60517018598809	-20.9247
-16.4151298140119	-4.60517018598809	-21.0203
-18.6093298140119	-4.60517018598809	-23.2145
-19.0859298140119	-4.60517018598809	-23.6911
-16.9222298140119	-4.60517018598809	-21.5274
-16.2548298140119	-4.60517018598809	-20.86
-16.3658298140119	-4.60517018598809	-20.971
-17.3707298140119	-4.60517018598809	-21.9759
-17.1676298140119	-4.60517018598809	-21.7728
-16.4127298140119	-4.60517018598809	-21.0179
-19.7684298140119	-4.60517018598809	-24.3736
-16.3552298140119	-4.60517018598809	-20.9604
-16.5614298140119	-4.60517018598809	-21.1666
-18.8194298140119	-4.60517018598809	-23.4246
-16.7499298140119	-4.60517018598809	-21.3551
-20.7781298140119	-4.60517018598809	-25.3833
-18.6082298140119	-4.60517018598809	-23.2134
-16.4750298140119	-4.60517018598809	-21.0802
-16.5782298140119	-4.60517018598809	-21.1834
-16.3597298140119	-4.60517018598809	-20.9649
-16.4588298140119	-4.60517018598809	-21.064
-16.6930298140119	-4.60517018598809	-21.2982
-16.5604298140119	-4.60517018598809	-21.1656
-16.4781298140119	-4.60517018598809	-21.0833
-16.2818298140119	-4.60517018598809	-20.887
-17.2961298140119	-4.60517018598809	-21.9013
-16.3198298140119	-4.60517018598809	-20.925
-16.8666298140119	-4.60517018598809	-21.4718
-17.3641298140119	-4.60517018598809	-21.9693
-16.2453298140119	-4.60517018598809	-20.8505
-18.2779298140119	-4.60517018598809	-22.8831
-16.2191298140119	-4.60517018598809	-20.8243
-16.6000298140119	-4.60517018598809	-21.2052
-16.6533298140119	-4.60517018598809	-21.2585
-16.3865298140119	-4.60517018598809	-20.9917
-16.3105298140119	-4.60517018598809	-20.9157
-16.7134298140119	-4.60517018598809	-21.3186
-17.2182298140119	-4.60517018598809	-21.8234
-16.7263298140119	-4.60517018598809	-21.3315
-16.6992298140119	-4.60517018598809	-21.3044
-16.8940298140119	-4.60517018598809	-21.4992
-18.7132298140119	-4.60517018598809	-23.3184
-16.4111298140119	-4.60517018598809	-21.0163
-16.3951298140119	-4.60517018598809	-21.0003
-16.1811298140119	-4.60517018598809	-20.7863
-20.3212298140119	-4.60517018598809	-24.9264
-21.4101298140119	-4.60517018598809	-26.0153
-16.5135298140119	-4.60517018598809	-21.1187
-16.8968298140119	-4.60517018598809	-21.502
-20.4089298140119	-4.60517018598809	-25.0141
-16.5513298140119	-4.60517018598809	-21.1565
-16.6105298140119	-4.60517018598809	-21.2157
-16.5757298140119	-4.60517018598809	-21.1809
-16.8173298140119	-4.60517018598809	-21.4225
-18.5853298140119	-4.60517018598809	-23.1905
-17.4112298140119	-4.60517018598809	-22.0164
-16.6907298140119	-4.60517018598809	-21.2959
-16.2461298140119	-4.60517018598809	-20.8513
-17.7373298140119	-4.60517018598809	-22.3425
-16.1861298140119	-4.60517018598809	-20.7913
-16.2290298140119	-4.60517018598809	-20.8342
-16.4057298140119	-4.60517018598809	-21.0109
-16.1907298140119	-4.60517018598809	-20.7959
-17.2431298140119	-4.60517018598809	-21.8483
-16.1599298140119	-4.60517018598809	-20.7651
-16.7474298140119	-4.60517018598809	-21.3526
-16.4085298140119	-4.60517018598809	-21.0137
-16.6410298140119	-4.60517018598809	-21.2462
-16.6429298140119	-4.60517018598809	-21.2481
-17.8319298140119	-4.60517018598809	-22.4371
-16.7454298140119	-4.60517018598809	-21.3506
-16.3658298140119	-4.60517018598809	-20.971
-16.8910298140119	-4.60517018598809	-21.4962
-17.4352298140119	-4.60517018598809	-22.0404
-18.6262298140119	-4.60517018598809	-23.2314
-17.4533298140119	-4.60517018598809	-22.0585
-18.5198298140119	-4.60517018598809	-23.125
-16.3727298140119	-4.60517018598809	-20.9779
-16.1566298140119	-4.60517018598809	-20.7618
-16.1611298140119	-4.60517018598809	-20.7663
-16.5795298140119	-4.60517018598809	-21.1847
-18.1107298140119	-4.60517018598809	-22.7159
-16.1739298140119	-4.60517018598809	-20.7791
-16.8672298140119	-4.60517018598809	-21.4724
-16.4288298140119	-4.60517018598809	-21.034
-17.8261298140119	-4.60517018598809	-22.4313
-17.9415298140119	-4.60517018598809	-22.5467
-16.7986298140119	-4.60517018598809	-21.4038
-16.4139298140119	-4.60517018598809	-21.0191
-18.2762298140119	-4.60517018598809	-22.8814
-18.9299298140119	-4.60517018598809	-23.5351
-16.1898298140119	-4.60517018598809	-20.795
-16.1988298140119	-4.60517018598809	-20.804
-19.7258298140119	-4.60517018598809	-24.331
-17.1980298140119	-4.60517018598809	-21.8032
-17.9563298140119	-4.60517018598809	-22.5615
-16.4918298140119	-4.60517018598809	-21.097
-16.5974298140119	-4.60517018598809	-21.2026
-16.1962298140119	-4.60517018598809	-20.8014
-16.5238298140119	-4.60517018598809	-21.129
-18.9509298140119	-4.60517018598809	-23.5561
-17.9982298140119	-4.60517018598809	-22.6034
-19.6845298140119	-4.60517018598809	-24.2897
-16.6353298140119	-4.60517018598809	-21.2405
-17.6306298140119	-4.60517018598809	-22.2358
-16.6075298140119	-4.60517018598809	-21.2127
-16.7837298140119	-4.60517018598809	-21.3889
-17.4072298140119	-4.60517018598809	-22.0124
-16.2002298140119	-4.60517018598809	-20.8054
-16.2434298140119	-4.60517018598809	-20.8486
-17.2466298140119	-4.60517018598809	-21.8518
-18.0830298140119	-4.60517018598809	-22.6882
-17.9307298140119	-4.60517018598809	-22.5359
-17.8656298140119	-4.60517018598809	-22.4708
-16.7301298140119	-4.60517018598809	-21.3353
-16.7950298140119	-4.60517018598809	-21.4002
-19.2854298140119	-4.60517018598809	-23.8906
-16.6493298140119	-4.60517018598809	-21.2545
-16.5296298140119	-4.60517018598809	-21.1348
-17.6525298140119	-4.60517018598809	-22.2577
-16.3028298140119	-4.60517018598809	-20.908
-21.7242298140119	-4.60517018598809	-26.3294
-17.0742298140119	-4.60517018598809	-21.6794
-16.3867298140119	-4.60517018598809	-20.9919
-16.4980298140119	-4.60517018598809	-21.1032
-20.6996298140119	-4.60517018598809	-25.3048
-17.9926298140119	-4.60517018598809	-22.5978
-16.3299298140119	-4.60517018598809	-20.9351
-17.2220298140119	-4.60517018598809	-21.8272
-16.8770298140119	-4.60517018598809	-21.4822
-16.1659298140119	-4.60517018598809	-20.7711
-16.4075298140119	-4.60517018598809	-21.0127
-16.6494298140119	-4.60517018598809	-21.2546
-17.3461298140119	-4.60517018598809	-21.9513
-16.8591298140119	-4.60517018598809	-21.4643
-17.9791298140119	-4.60517018598809	-22.5843
-16.5500298140119	-4.60517018598809	-21.1552
-16.4976298140119	-4.60517018598809	-21.1028
-16.4274298140119	-4.60517018598809	-21.0326
-17.7989298140119	-4.60517018598809	-22.4041
-16.5131298140119	-4.60517018598809	-21.1183
-16.3619298140119	-4.60517018598809	-20.9671
-17.2461298140119	-4.60517018598809	-21.8513
-16.8203298140119	-4.60517018598809	-21.4255
-17.4054298140119	-4.60517018598809	-22.0106
-16.7556298140119	-4.60517018598809	-21.3608
-16.2362298140119	-4.60517018598809	-20.8414
-16.7514298140119	-4.60517018598809	-21.3566
-16.3886298140119	-4.60517018598809	-20.9938
-18.5302298140119	-4.60517018598809	-23.1354
-16.9959298140119	-4.60517018598809	-21.6011
-19.1791298140119	-4.60517018598809	-23.7843
-16.8671298140119	-4.60517018598809	-21.4723
-17.2890298140119	-4.60517018598809	-21.8942
-16.7839298140119	-4.60517018598809	-21.3891
-16.6007298140119	-4.60517018598809	-21.2059
-16.8424298140119	-4.60517018598809	-21.4476
-18.4655298140119	-4.60517018598809	-23.0707
-16.3786298140119	-4.60517018598809	-20.9838
-16.6293298140119	-4.60517018598809	-21.2345
-16.8223298140119	-4.60517018598809	-21.4275
-20.0192298140119	-4.60517018598809	-24.6244
-16.3471298140119	-4.60517018598809	-20.9523
-17.0085298140119	-4.60517018598809	-21.6137
-17.4451298140119	-4.60517018598809	-22.0503
-16.5206298140119	-4.60517018598809	-21.1258
-16.1772298140119	-4.60517018598809	-20.7824
-17.3065298140119	-4.60517018598809	-21.9117
-17.1959298140119	-4.60517018598809	-21.8011
-17.0256298140119	-4.60517018598809	-21.6308
-16.1684298140119	-4.60517018598809	-20.7736
-17.0891298140119	-4.60517018598809	-21.6943
-17.9674298140119	-4.60517018598809	-22.5726
-18.0162298140119	-4.60517018598809	-22.6214
-18.0165298140119	-4.60517018598809	-22.6217
-17.0023298140119	-4.60517018598809	-21.6075
-17.4423298140119	-4.60517018598809	-22.0475
-17.6113298140119	-4.60517018598809	-22.2165
-16.3261298140119	-4.60517018598809	-20.9313
-16.2913298140119	-4.60517018598809	-20.8965
-16.5214298140119	-4.60517018598809	-21.1266
-17.6882298140119	-4.60517018598809	-22.2934
-17.9677298140119	-4.60517018598809	-22.5729
-18.1100298140119	-4.60517018598809	-22.7152
-18.3568298140119	-4.60517018598809	-22.962
-16.9354298140119	-4.60517018598809	-21.5406
-16.5535298140119	-4.60517018598809	-21.1587
-18.3039298140119	-4.60517018598809	-22.9091
-19.2360298140119	-4.60517018598809	-23.8412
-16.5391298140119	-4.60517018598809	-21.1443
-18.2857298140119	-4.60517018598809	-22.8909
-16.3891298140119	-4.60517018598809	-20.9943
-16.4646298140119	-4.60517018598809	-21.0698
-16.3903298140119	-4.60517018598809	-20.9955
-18.3802298140119	-4.60517018598809	-22.9854
-18.2158298140119	-4.60517018598809	-22.821
-16.9112298140119	-4.60517018598809	-21.5164
-16.6374298140119	-4.60517018598809	-21.2426
-17.3260298140119	-4.60517018598809	-21.9312
-16.6813298140119	-4.60517018598809	-21.2865
-16.7273298140119	-4.60517018598809	-21.3325
-16.8647298140119	-4.60517018598809	-21.4699
-16.9518298140119	-4.60517018598809	-21.557
-17.4257298140119	-4.60517018598809	-22.0309
-16.4885298140119	-4.60517018598809	-21.0937
-17.2197298140119	-4.60517018598809	-21.8249
-17.3434298140119	-4.60517018598809	-21.9486
-18.6395298140119	-4.60517018598809	-23.2447
-18.8294298140119	-4.60517018598809	-23.4346
-16.7139298140119	-4.60517018598809	-21.3191
-19.7400298140119	-4.60517018598809	-24.3452
-17.1414298140119	-4.60517018598809	-21.7466
-16.5252298140119	-4.60517018598809	-21.1304
-17.6928298140119	-4.60517018598809	-22.298
-16.4014298140119	-4.60517018598809	-21.0066
-16.6042298140119	-4.60517018598809	-21.2094
-16.3958298140119	-4.60517018598809	-21.001
-16.1521298140119	-4.60517018598809	-20.7573
-18.7577298140119	-4.60517018598809	-23.3629
-16.2134298140119	-4.60517018598809	-20.8186
-16.5562298140119	-4.60517018598809	-21.1614
-19.4672298140119	-4.60517018598809	-24.0724
-16.8124298140119	-4.60517018598809	-21.4176
-17.1711298140119	-4.60517018598809	-21.7763
-18.3160298140119	-4.60517018598809	-22.9212
-17.7610298140119	-4.60517018598809	-22.3662
-16.2986298140119	-4.60517018598809	-20.9038
-18.8868298140119	-4.60517018598809	-23.492
-23.7482298140119	-4.60517018598809	-28.3534
-20.7606298140119	-4.60517018598809	-25.3658
-18.0933298140119	-4.60517018598809	-22.6985
-19.7864298140119	-4.60517018598809	-24.3916
-19.2816298140119	-4.60517018598809	-23.8868
-19.9724298140119	-4.60517018598809	-24.5776
-16.3872298140119	-4.60517018598809	-20.9924
-17.8091298140119	-4.60517018598809	-22.4143
-16.7254298140119	-4.60517018598809	-21.3306
-18.7272298140119	-4.60517018598809	-23.3324
-17.1402298140119	-4.60517018598809	-21.7454
-16.2637298140119	-4.60517018598809	-20.8689
-16.8625298140119	-4.60517018598809	-21.4677
-16.9398298140119	-4.60517018598809	-21.545
-16.4539298140119	-4.60517018598809	-21.0591
-16.6029298140119	-4.60517018598809	-21.2081
-16.9869298140119	-4.60517018598809	-21.5921
-17.0576298140119	-4.60517018598809	-21.6628
-20.8927298140119	-4.60517018598809	-25.4979
-17.7077298140119	-4.60517018598809	-22.3129
-16.3350298140119	-4.60517018598809	-20.9402
-16.7455298140119	-4.60517018598809	-21.3507
-16.1652298140119	-4.60517018598809	-20.7704
-16.2161298140119	-4.60517018598809	-20.8213
-19.6511298140119	-4.60517018598809	-24.2563
-17.2071298140119	-4.60517018598809	-21.8123
-16.4353298140119	-4.60517018598809	-21.0405
-16.1969298140119	-4.60517018598809	-20.8021
-16.2019298140119	-4.60517018598809	-20.8071
-16.1937298140119	-4.60517018598809	-20.7989
-16.4946298140119	-4.60517018598809	-21.0998
-18.0254298140119	-4.60517018598809	-22.6306
-18.1747298140119	-4.60517018598809	-22.7799
-16.9322298140119	-4.60517018598809	-21.5374
-16.8320298140119	-4.60517018598809	-21.4372
-16.8908298140119	-4.60517018598809	-21.496
-16.7118298140119	-4.60517018598809	-21.317
-16.2891298140119	-4.60517018598809	-20.8943
-17.0419298140119	-4.60517018598809	-21.6471
-16.7919298140119	-4.60517018598809	-21.3971
-16.7451298140119	-4.60517018598809	-21.3503
-16.3916298140119	-4.60517018598809	-20.9968
-16.3834298140119	-4.60517018598809	-20.9886
-16.2985298140119	-4.60517018598809	-20.9037
-16.4911298140119	-4.60517018598809	-21.0963
-16.9705298140119	-4.60517018598809	-21.5757
-16.7277298140119	-4.60517018598809	-21.3329
-18.0867298140119	-4.60517018598809	-22.6919
-17.2890298140119	-4.60517018598809	-21.8942
-17.8169298140119	-4.60517018598809	-22.4221
-16.9246298140119	-4.60517018598809	-21.5298
-16.5101298140119	-4.60517018598809	-21.1153
-18.0098298140119	-4.60517018598809	-22.615
-17.4509298140119	-4.60517018598809	-22.0561
-16.3412298140119	-4.60517018598809	-20.9464
-16.3835298140119	-4.60517018598809	-20.9887
-16.7122298140119	-4.60517018598809	-21.3174
-17.1504298140119	-4.60517018598809	-21.7556
-17.3040298140119	-4.60517018598809	-21.9092
-16.7918298140119	-4.60517018598809	-21.397
-16.2482298140119	-4.60517018598809	-20.8534
-21.2567298140119	-4.60517018598809	-25.8619
-16.9837298140119	-4.60517018598809	-21.5889
-16.3637298140119	-4.60517018598809	-20.9689
-17.3710298140119	-4.60517018598809	-21.9762
-16.2888298140119	-4.60517018598809	-20.894
-17.5188298140119	-4.60517018598809	-22.124
-19.2285298140119	-4.60517018598809	-23.8337
-17.5155298140119	-4.60517018598809	-22.1207
-16.7943298140119	-4.60517018598809	-21.3995
-18.4152298140119	-4.60517018598809	-23.0204
-17.4139298140119	-4.60517018598809	-22.0191
-16.6061298140119	-4.60517018598809	-21.2113
-16.7516298140119	-4.60517018598809	-21.3568
-16.2000298140119	-4.60517018598809	-20.8052
-16.7137298140119	-4.60517018598809	-21.3189
-16.2679298140119	-4.60517018598809	-20.8731
-16.2653298140119	-4.60517018598809	-20.8705
-16.2097298140119	-4.60517018598809	-20.8149
-16.6104298140119	-4.60517018598809	-21.2156
-16.6029298140119	-4.60517018598809	-21.2081
-16.8247298140119	-4.60517018598809	-21.4299
-17.2214298140119	-4.60517018598809	-21.8266
-17.6313298140119	-4.60517018598809	-22.2365
-19.1849298140119	-4.60517018598809	-23.7901
-17.6902298140119	-4.60517018598809	-22.2954
-16.2494298140119	-4.60517018598809	-20.8546
-16.3420298140119	-4.60517018598809	-20.9472
-17.9589298140119	-4.60517018598809	-22.5641
-19.2087298140119	-4.60517018598809	-23.8139
-17.1361298140119	-4.60517018598809	-21.7413
-17.0926298140119	-4.60517018598809	-21.6978
-17.1894298140119	-4.60517018598809	-21.7946
-16.6398298140119	-4.60517018598809	-21.245
-16.6549298140119	-4.60517018598809	-21.2601
-18.1900298140119	-4.60517018598809	-22.7952
-16.5215298140119	-4.60517018598809	-21.1267
