res1           Y1_gamma1      LogPost        
   0.916031E+02   0.228311E+01  -0.226148E+02
   0.906500E+02   0.181422E+01  -0.211689E+02
   0.899729E+02   0.163193E+01  -0.213387E+02
   0.903708E+02   0.407137E+01  -0.249073E+02
   0.871051E+02   0.372086E+01  -0.280016E+02
   0.899541E+02   0.746953E+00  -0.217385E+02
   0.902103E+02   0.976708E+00  -0.210043E+02
   0.903168E+02   0.113830E+01  -0.208431E+02
   0.896878E+02   0.142374E+01  -0.218111E+02
   0.901866E+02   0.168014E+01  -0.211525E+02
   0.898030E+02   0.190984E+01  -0.217648E+02
   0.895934E+02   0.203162E+01  -0.221765E+02
   0.907788E+02   0.146106E+00  -0.216691E+02
   0.906572E+02   0.138482E+01  -0.208279E+02
   0.905728E+02   0.151056E+01  -0.208808E+02
   0.899244E+02   0.383916E+01  -0.246047E+02
   0.910099E+02   0.300096E+01  -0.231155E+02
   0.909738E+02   0.487582E+00  -0.217817E+02
   0.925733E+02   0.387551E+01  -0.258079E+02
   0.916498E+02   0.206502E+01  -0.225076E+02
   0.895005E+02   0.171419E+01  -0.222043E+02
   0.907871E+02   0.119783E+01  -0.208591E+02
   0.895516E+02   0.119783E+01  -0.223649E+02
   0.902537E+02   0.181281E+01  -0.212334E+02
   0.895843E+02   0.108239E+00  -0.245762E+02
   0.902962E+02   0.107378E+01  -0.208721E+02
   0.898454E+02   0.106337E+01  -0.216569E+02
   0.899230E+02   0.107199E+01  -0.214620E+02
   0.906779E+02   0.127611E+01  -0.208003E+02
   0.900909E+02   0.160114E+01  -0.211818E+02
   0.905107E+02   0.109390E+01  -0.207623E+02
   0.914026E+02   0.119478E+01  -0.219868E+02
   0.913224E+02   0.149513E+01  -0.216554E+02
   0.916648E+02   0.270840E+01  -0.232010E+02
   0.910755E+02   0.131483E+01  -0.212089E+02
   0.901735E+02   0.140547E+01  -0.210024E+02
   0.909367E+02   0.457994E+01  -0.257962E+02
   0.881236E+02   0.479415E+01  -0.272586E+02
   0.915963E+02   0.227016E+01  -0.225913E+02
   0.909681E+02   0.231636E+01  -0.219785E+02
   0.907969E+02   0.113377E+01  -0.208727E+02
   0.906370E+02   0.149327E+01  -0.208803E+02
   0.908247E+02   0.532479E+00  -0.213711E+02
   0.905046E+02   0.833247E+00  -0.208615E+02
   0.907209E+02   0.139093E+01  -0.208572E+02
   0.899947E+02   0.207816E+01  -0.217281E+02
   0.915954E+02   0.151764E+01  -0.222880E+02
   0.903014E+02   0.119551E+00  -0.215002E+02
   0.916077E+02   0.300255E+01  -0.235499E+02
   0.907422E+02   0.280264E+01  -0.226815E+02
   0.902590E+02   0.141039E+01  -0.209283E+02
   0.900400E+02   0.408919E+01  -0.249938E+02
   0.911259E+02   0.747479E+00  -0.217920E+02
   0.899648E+02   0.870922E+00  -0.215554E+02
   0.903895E+02   0.138848E+01  -0.208415E+02
   0.904801E+02   0.515628E+00  -0.211091E+02
   0.911311E+02   0.130268E+01  -0.213037E+02
   0.910751E+02   0.184784E+00  -0.226215E+02
   0.903276E+02   0.979543E+00  -0.208768E+02
