res1           Y1_gamma1      LogPost        
   0.912004E+02   0.325132E+00  -0.102202E+02
   0.925667E+02   0.625370E+00  -0.948291E+01
   0.927673E+02   0.118480E+00  -0.954023E+01
   0.918089E+02   0.331479E-01  -0.899969E+01
   0.926352E+02   0.714319E+00  -0.965089E+01
   0.906378E+02   0.106177E+01  -0.119785E+02
   0.929048E+02   0.129887E+01  -0.106834E+02
   0.930925E+02   0.142963E+01  -0.110933E+02
   0.912175E+02   0.139771E+01  -0.110199E+02
   0.927518E+02   0.396336E+01  -0.143917E+02
   0.917872E+02   0.637701E+00  -0.940153E+01
   0.922771E+02   0.638573E+00  -0.928131E+01
   0.933387E+02   0.916318E+00  -0.111381E+02
   0.916672E+02   0.258050E+00  -0.923059E+01
   0.926970E+02   0.256151E+01  -0.124413E+02
   0.923255E+02   0.297922E+00  -0.900960E+01
   0.923255E+02   0.136754E+01  -0.103586E+02
   0.910120E+02   0.187062E+01  -0.118697E+02
   0.928024E+02   0.268973E+01  -0.126769E+02
   0.911575E+02   0.280404E+01  -0.129970E+02
   0.911217E+02   0.263572E+01  -0.127890E+02
   0.923314E+02   0.129531E+01  -0.102416E+02
   0.927599E+02   0.722506E+00  -0.982844E+01
   0.914052E+02   0.220776E+01  -0.119882E+02
   0.932202E+02   0.263509E+01  -0.128366E+02
   0.925860E+02   0.500232E+00  -0.939800E+01
   0.926156E+02   0.732282E+00  -0.964622E+01
   0.912856E+02   0.732282E+00  -0.102244E+02
   0.911229E+02   0.214701E+00  -0.104256E+02
   0.918394E+02   0.214701E+00  -0.901838E+01
   0.915430E+02   0.150115E+01  -0.108067E+02
   0.920077E+02   0.148812E+01  -0.105492E+02
   0.911111E+02   0.543949E+00  -0.105315E+02
   0.919781E+02   0.343133E+00  -0.900420E+01
   0.920385E+02   0.156248E+01  -0.106702E+02
   0.912042E+02   0.596581E+00  -0.103163E+02
   0.924108E+02   0.357218E+00  -0.910912E+01
   0.922587E+02   0.884808E+00  -0.959011E+01
   0.923925E+02   0.775064E+00  -0.950100E+01
   0.920926E+02   0.862161E-01  -0.885962E+01
   0.921284E+02   0.382079E+00  -0.900336E+01
   0.912933E+02   0.300987E+00  -0.997059E+01
   0.919016E+02   0.135823E+01  -0.103619E+02
   0.923781E+02   0.301490E+00  -0.904864E+01
   0.918591E+02   0.471457E+00  -0.917676E+01
   0.921055E+02   0.650000E+00  -0.926792E+01
   0.918495E+02   0.849914E+00  -0.961544E+01
   0.934588E+02   0.481321E+00  -0.115582E+02
   0.941874E+02   0.660010E+00  -0.145681E+02
   0.918078E+02   0.910710E+00  -0.972593E+01
   0.927773E+02   0.936008E+00  -0.100724E+02
   0.912272E+02   0.726528E+00  -0.103426E+02
   0.919795E+02   0.916152E-01  -0.888852E+01
